Date,ad,ad_z_50,pct_above_20dma,pct_above_20dma_z,pct_above_20dma_chg,pct_above_50dma,pct_above_50dma_z,pct_above_50dma_chg,pct_above_200dma,pct_above_200dma_z,pct_above_200dma_chg,nhnl_z,median_stock_vol_20_z,median_stock_vol_50_z,nifty50_price_above_50,nifty50_price_above_200,nifty50_dma200_slope_pct,nifty50_dist_200_z,nifty50_persistence_200,nifty50_vol_20,nifty50_vol_20_z,nifty50_vol_50,nifty50_vol_50_z,nifty50_mom_63,nifty50_mom_126,nifty50_mom_12_1,nifty50_mom_12_1_z,nifty_total_price_above_50,nifty_total_price_above_200,nifty_total_dma200_slope_pct,nifty_total_dist_200_z,nifty_total_persistence_200,nifty_total_vol_20,nifty_total_vol_20_z,nifty_total_vol_50,nifty_total_vol_50_z,nifty_total_mom_63,nifty_total_mom_126,nifty_total_mom_12_1,nifty_total_mom_12_1_z
2025-01-17,37,0.20036063951439267,18.47649918962723,-1.3165235619273463,-19.12479740680713,18.80064829821718,-1.6308853445685765,-20.291734197730957,25.802269043760127,-2.5458183239536734,-13.711507293354948,-0.8612034904505399,0.5549260634993517,-0.7007040098809203,0.0,0.0,0.5934194584379826,-2.3042233758721786,91.2,0.13324559784611054,-0.01781610010141063,0.13728900343355444,-0.06136412636955276,-0.062491287825986785,-0.0644191630528792,0.10091509937497434,-2.477432583996015,0.0,0.0,0.9808655955233059,-2.3241233944388457,95.19999999999999,0.17143378771450968,0.39557020200269916,0.15141913998002782,-0.0690239700367284,-0.07259195790144146,-0.06361370883464179,0.1572978242709323,-2.642690864327433
2025-01-20,759,0.948476219159991,24.40842787682334,-0.9216011231228598,-1.5559157212317665,21.491085899513777,-1.3992630713572445,-10.21069692058347,26.677471636952998,-2.3761011841965654,-8.687196110210703,-0.9243971729154868,0.5701362978461115,-0.6837642600973914,0.0,0.0,0.5780743107014485,-2.1424325627324654,90.8,0.12541380391610893,-0.15154227547837043,0.13548363527223414,-0.11351663806610918,-0.06072652143212065,-0.048353301346465094,0.08178600821413473,-2.772565341529275,0.0,0.0,0.9601442108635228,-2.189845485310339,94.8,0.16169113345970057,0.24987303657436202,0.1475590505065815,-0.17006120879428077,-0.06933508807757172,-0.04301702481781344,0.1433103692487956,-2.784091064899739
2025-01-21,-1496,-1.287653442775744,18.703403565640194,-1.2800020218539059,-4.246353322528364,17.860615883306323,-1.6903883263514516,-12.382495948136143,24.60291734197731,-2.609702681584342,-10.081037277147487,-1.183961983220277,0.5373897151698394,-0.7155682420162197,0.0,0.0,0.5602158887391795,-2.384076872385623,90.4,0.13050665975039136,-0.06775497537059293,0.13642394540975777,-0.09082167662121529,-0.07087861313662414,-0.060573048950906205,0.06890290541563393,-2.9377057944248075,0.0,0.0,0.9329310096823251,-2.429129059431383,94.39999999999999,0.17040903623601109,0.3783689543969405,0.15090163824957417,-0.08441916508398317,-0.07805768834872251,-0.06340384660072351,0.12565358134510474,-2.967332656793092
2025-01-22,-1375,-1.1564777037278695,14.06807131280389,-1.565486894846563,-8.622366288492705,14.878444084278769,-1.9146189810875989,-15.267423014586711,22.755267423014587,-2.793972498958814,-12.739059967585092,-1.5509143187636731,0.6306784092754077,-0.6614981522154214,0.0,0.0,0.5468790589396866,-2.230509487372238,90.0,0.1330036428552578,-0.02815457803839379,0.13721017509509106,-0.07254226445294361,-0.053806171109140655,-0.05407481090973709,0.09858037498808503,-2.35755225592552,0.0,0.0,0.9054414953390877,-2.418215465355824,94.0,0.1702294400102214,0.3741446365198336,0.15025830137853446,-0.10245257963138561,-0.06122266359048989,-0.06250291397933017,0.14746136670453658,-2.6048738848472577
2025-01-23,252,0.42682718477151277,17.277147487844406,-1.345152144594804,-3.6304700162074575,16.14262560777958,-1.7867475267614077,-12.965964343598056,23.20907617504052,-2.6684157924241365,-11.70178282009724,-1.4927518023236288,0.6439240367323279,-0.7475989828786208,0.0,0.0,0.533018947415731,-2.1520950820192315,89.60000000000001,0.13333353573079856,-0.0253074321386549,0.13737038921864364,-0.07143648723417005,-0.05034273904769704,-0.04948696417965481,0.10322931425690862,-2.2410062034428444,0.0,0.0,0.8793672551982157,-2.2763129071766603,93.60000000000001,0.1727899740049884,0.4105531137250821,0.15117410633492895,-0.08006477706089493,-0.05656038287028409,-0.05953422811514952,0.15212471935313943,-2.4974799125056792
2025-01-24,-1684,-1.4788538944412453,12.609400324149108,-1.6348080040810415,-8.006482982171798,13.12803889789303,-2.00339754627525,-16.920583468395463,20.842787682333874,-2.9048386429624258,-14.359805510534844,-2.2084521592951964,0.727549778999035,-0.7188240317958926,0.0,0.0,0.5144460516368854,-2.2121720231686925,89.2,0.13315792832104473,-0.031078496806956055,0.1358106581490707,-0.11835252049476698,-0.05357508791199783,-0.053834901930255086,0.09568083272347683,-2.338607886403794,0.0,0.0,0.8454406580297169,-2.396344588841774,93.2,0.1750316752728067,0.4419613587284957,0.15083680000062935,-0.09145891145341553,-0.06409157831597478,-0.06941609768754997,0.14062419972066564,-2.6101194889711543
2025-01-27,-2190,-1.9639806324524236,7.260940032414911,-1.9624259691173063,-11.474878444084279,8.33063209076175,-2.348566762090209,-19.513776337115072,16.95299837925446,-3.300979907280675,-16.693679092382496,-4.415768745654988,1.2139063342029477,-0.3190160415671936,0.0,0.0,0.4932034518679851,-2.389632492719791,88.8,0.13642897367248852,0.02166219007568144,0.13480575394036778,-0.1502020193628811,-0.05589765433732541,-0.08076151053861802,0.09961851591919846,-2.230304349826446,0.0,0.0,0.801582893488817,-2.6368189190506905,92.80000000000001,0.18542724131333188,0.5937410435568873,0.15123157036261947,-0.08417897292816719,-0.0703753986044896,-0.10225206855679325,0.13848531240386242,-2.5870521289867416
2025-01-28,-1119,-0.8834069523504009,6.7423014586709895,-1.9731589171929398,-13.614262560777956,7.649918962722853,-2.357716487651442,-22.91734197730956,15.46191247974068,-3.371396332924192,-18.444084278768237,-4.010077427345886,1.2815523949860557,-0.33435487321715585,0.0,0.0,0.47555982920266526,-2.2417107130108964,88.4,0.1388095914453436,0.05911624282876034,0.13552125147316144,-0.13487132468040477,-0.05677683896109775,-0.07564996114526834,0.10999326148887345,-2.0169106037980873,0.0,0.0,0.7590450840453622,-2.5804813654034775,92.4,0.18508233763861065,0.5856258183169726,0.15104251485491824,-0.09210701355488972,-0.07686880998945722,-0.10633890189442374,0.1569905724958759,-2.292109989350913
2025-01-29,1696,1.7544970278914729,11.247974068071313,-1.6642917522433254,-14.91085899513776,9.627228525121556,-2.1635730165883262,-25.60777957860616,18.11993517017828,-2.959618876059059,-17.633711507293356,-1.048362404316416,1.5876133095625682,-0.1929002019580324,0.0,0.0,0.45446192783309414,-2.038969434031838,88.0,0.14237194852694537,0.116260249023985,0.13698489266436198,-0.09999234242827228,-0.05328638545623976,-0.06815704038652637,0.10003832627991782,-2.156023184112214,0.0,0.0,0.715243528636722,-2.3057642031197916,92.0,0.1954748307664363,0.7356748640174477,0.15564774336794188,0.024024005781663575,-0.06796150535708023,-0.09396781167063561,0.14644826641709408,-2.391147930922726
2025-01-30,188,0.34305446904418063,13.419773095623988,-1.5084175081042053,-17.925445705024313,10.307941653160453,-2.0772735782446263,-28.752025931928685,18.21717990275527,-2.8706384757949475,-19.38411669367909,-1.0604622606213678,1.6830043868109443,-0.16213695512441126,0.0,0.0,0.430785025114111,-1.9407426727820287,87.6,0.12341199558161557,-0.20874114235833469,0.1371112989756278,-0.10206276920772403,-0.044836149929028735,-0.06819926135669108,0.10961790587574693,-1.9592050690849627,0.0,0.0,0.6660007929185863,-2.232388705005867,91.60000000000001,0.18545900636315205,0.5838626366135535,0.1552721838851574,0.01030696455412825,-0.06462757453578427,-0.0952055853742253,0.1542031548797964,-2.2462959223628873
2025-01-31,1258,1.30217277860985,23.14424635332253,-0.8657886625143755,-10.632090761750405,12.058346839546191,-1.9188967451529202,-27.487844408427875,19.93517017828201,-2.6080927740521465,-18.119935170178284,-0.80776891340909,1.815988259575106,-0.11891402487445703,0.0,0.0,0.41447115865740347,-1.7114607069999515,87.2,0.12974977646753322,-0.10323197808139525,0.13846627752212115,-0.06981823318094629,-0.0287932213333002,-0.06007380781979055,0.10958522887055488,-1.9305688820497924,0.0,0.0,0.6193690912570826,-2.0086665317065293,91.2,0.19496751969747778,0.7186066372890993,0.15742772750832493,0.06278225011353092,-0.05027695096132068,-0.08177608918967927,0.15236453430189079,-2.230468080719753
2025-02-01,23,0.15622507996078044,25.47811993517018,-0.7063871355164855,8.36304700162075,13.095623987034037,-1.8179717805988935,-13.290113452188004,20.32414910858995,-2.5087579205770503,-11.604538087520261,-0.7496324633815137,1.5882767589205518,0.005751606283932256,0.0,0.0,0.4115172244409271,-1.7158567328058647,86.8,0.11655406067080559,-0.33042694524317956,0.12762922147229258,-0.3767830310935374,-0.03382933507787689,-0.04998644695906174,0.11284219446286436,-1.8480366392515843,0.0,0.0,0.5915191982487356,-1.979580632258662,90.8,0.18100553882181544,0.5064535835120925,0.15178873124331854,-0.08834140245831162,-0.055945304826204634,-0.07220503115377719,0.15527659214272438,-2.15434824548881
2025-02-03,-1298,-1.05969343668523,20.097244732576986,-1.047002855058795,-3.8897893030794144,11.507293354943274,-1.9144436039438837,-19.708265802269047,18.80064829821718,-2.622294173754263,-15.04051863857374,-1.3569327789135568,1.591747618268014,0.08566721297599665,0.0,0.0,0.40469567870931034,-1.7949172516258474,86.4,0.11669174370528014,-0.3297067274026725,0.12428139217233641,-0.4747537931520841,-0.0264342883100267,-0.028872694923427367,0.08607034478095998,-2.260821150348049,0.0,0.0,0.5568886437692822,-2.0720389420088887,90.4,0.1804339725032391,0.4928485061491058,0.14867819440373184,-0.17306760273604646,-0.05119687654972094,-0.050426986828007836,0.12005510766538241,-2.556956745988566
2025-02-04,987,1.1005143491900697,27.649918962722854,-0.5506075365672976,5.510534846029177,12.836304700162074,-1.7934920471909905,-15.170178282009726,19.74068071312804,-2.464902942304245,-12.544570502431117,-0.7549618260720627,1.6695975048039653,0.1240136329622237,0.0,0.0,0.4037006479665317,-1.4827947258589773,86.0,0.1310354781071569,-0.08675087481589096,0.1298586427449994,-0.3230537706956545,-0.019578083119607737,-0.010557443873202232,0.0927808800828056,-2.1122995078379874,0.0,0.0,0.5312396524598917,-1.836964709526347,90.0,0.19020446124848225,0.6316170360075833,0.15299433680001653,-0.06324459908170264,-0.04361231930783027,-0.031581404919434064,0.12907563362392072,-2.3925407915397203
2025-02-05,1006,1.1167802652404157,36.6288492706645,0.03796992895193725,17.601296596434356,14.878444084278769,-1.6213206417212591,-9.983792544570502,20.713128038897892,-2.312693056963132,-9.789303079416534,-0.47642333338654713,1.749515027014982,0.06888428541263104,0.0,0.0,0.396261959973776,-1.5047988555285121,85.6,0.1286640796263572,-0.13009189803045418,0.12961783532983615,-0.33445254501331756,-0.03217400715976315,-0.02474328634633194,0.08400000888973769,-2.217578299211248,0.0,0.0,0.5017592964524198,-1.7729384417014642,89.60000000000001,0.18878244997603538,0.6042601416805163,0.15243723512051513,-0.08140308730174625,-0.05547133512889579,-0.04619754208871951,0.11724699619500234,-2.4887847025957
2025-02-06,-275,-0.08512677767517013,37.309562398703406,0.08762006360256547,23.76012965964344,15.52674230145867,-1.5544863398018647,-3.7601296596434377,20.842787682333874,-2.256384469797896,-5.769854132901138,-0.6816929617652833,1.6532485016159721,0.23512234717953942,0.0,0.0,0.38867306093652854,-1.5641166309974186,85.2,0.1286120862361475,-0.13372082825783474,0.12557694488306492,-0.4526718824580265,-0.024628760689853202,-0.021298254343409262,0.08086332741577618,-2.2281347071959243,0.0,0.0,0.4744072100653973,-1.8181028602975007,89.2,0.1849036505772394,0.5408609479020715,0.15199981100839183,-0.09639637752258483,-0.050926735273436496,-0.04502046384720326,0.11151463207895096,-2.5058051030920114
