Date,advances,declines,ad,ad_ma_50,ad_z_50,ad_ma_200,ad_z_200,ad_pct,pct_above_20dma,pct_above_50dma,pct_above_200dma,new_highs,new_lows,nh_pct,nl_pct,nhnl_net,nhnl_z,pct_high_volatility,nifty50_price_above_50,nifty50_price_above_200,nifty50_dma200_slope_pct,nifty50_trend_bias,nifty50_dist_200_z,nifty50_persistence_200,nifty50_hh_ll_ratio,nifty50_ad_divergence,nifty50_nhnl_divergence,nifty50_dma_rollover,nifty50_vol_20,nifty50_vol_20_z,nifty50_vol_20_pct,nifty50_vol_50,nifty50_vol_50_z,nifty50_vol_50_pct,nifty50_vol_200,nifty50_vol_200_z,nifty50_vol_200_pct,nifty50_market_regime,nifty_total_price_above_50,nifty_total_price_above_200,nifty_total_dma200_slope_pct,nifty_total_trend_bias,nifty_total_dist_200_z,nifty_total_persistence_200,nifty_total_hh_ll_ratio,nifty_total_ad_divergence,nifty_total_nhnl_divergence,nifty_total_dma_rollover,nifty_total_vol_20,nifty_total_vol_20_z,nifty_total_vol_20_pct,nifty_total_vol_50,nifty_total_vol_50_z,nifty_total_vol_50_pct,nifty_total_vol_200,nifty_total_vol_200_z,nifty_total_vol_200_pct,nifty_total_market_regime
2025-12-26,1015,1838,-823,-249.34,-0.6890703983655195,-121.475,-0.7602469317938262,0.04037834311806915,42.76985743380855,28.241683638832317,30.787508486082828,68,80,2.308214528173795,2.7155465037338766,-0.4073319755600817,0.21694091822054076,19.75560081466395,1.0,1.0,1.2815998913449755,uptrend,0.5421106969995155,69.19999999999999,9.0,0.0,0.0,1.0,0.07254176301072267,-0.8396565705826037,0.03769140164899882,0.077687399384227,-0.9859001158668119,0.0142602495543672,0.11602737893639269,-1.8418062998655536,0.1791044776119403,bull_low_vol,1.0,1.0,1.2952346199597065,uptrend,0.40172974500362285,66.0,4.0,0.0,0.0,1.0,0.08457915251809943,-0.7006429780964571,0.1935483870967742,0.0825188504343573,-1.0196416593029067,0.10171198388721048,0.12453683340670545,-2.2750415530005137,0.3368920521945433,bull_low_vol
