Date,advances,declines,ad,ad_ma_50,ad_z_50,ad_ma_200,ad_z_200,ad_pct,pct_above_20dma,pct_above_50dma,pct_above_200dma,new_highs,new_lows,nh_pct,nl_pct,nhnl_net,nhnl_z,pct_stocks_pos_mom_126,median_stock_mom_126,median_stock_mom_126_z,nifty50_price_above_50,nifty50_price_above_200,nifty50_dma200_slope_pct,nifty50_trend_bias,nifty50_dist_200_z,nifty50_persistence_200,nifty50_hh_ll_ratio,nifty50_ad_divergence,nifty50_nhnl_divergence,nifty50_dma_rollover,nifty50_vol_20,nifty50_vol_20_z,nifty50_vol_20_pct,nifty50_vol_50,nifty50_vol_50_z,nifty50_vol_50_pct,nifty50_vol_200,nifty50_vol_200_z,nifty50_vol_200_pct,nifty50_mom_63,nifty50_mom_126,nifty50_mom_12_1,nifty50_mom_12_1_z,nifty50_mom_12_1_pct,nifty_total_price_above_50,nifty_total_price_above_200,nifty_total_dma200_slope_pct,nifty_total_trend_bias,nifty_total_dist_200_z,nifty_total_persistence_200,nifty_total_hh_ll_ratio,nifty_total_ad_divergence,nifty_total_nhnl_divergence,nifty_total_dma_rollover,nifty_total_vol_20,nifty_total_vol_20_z,nifty_total_vol_20_pct,nifty_total_vol_50,nifty_total_vol_50_z,nifty_total_vol_50_pct,nifty_total_vol_200,nifty_total_vol_200_z,nifty_total_vol_200_pct,nifty_total_mom_63,nifty_total_mom_126,nifty_total_mom_12_1,nifty_total_mom_12_1_z,nifty_total_mom_12_1_pct
2025-12-19,1993,833,1160,-292.16,1.7496480846494382,-126.25,1.3680183529187726,0.9929513118391855,31.373889268626108,24.16267942583732,29.97265892002734,36,69,1.2303485987696514,2.3581681476418317,-1.1278195488721803,0.05525657140897997,35.714285714285715,-0.06359524260862237,-0.04635287378327042,1.0,1.0,1.1680914624054628,uptrend,0.5759810939646339,68.0,9.0,0.0,1.0,1.0,0.08115943011133396,-0.6641532829090254,0.08431603773584906,0.07707162788469651,-1.0351872554294674,0.013087447947650209,0.11833749939092235,-1.6503855804838155,0.19146948941469488,0.021350241507890333,0.04731731418833762,0.06124331941239747,0.8516124407080176,0.3522151898734177,0.0,1.0,1.1506809402175744,uptrend,0.4146554138086844,66.0,4.0,0.0,1.0,1.0,0.09240324003838905,-0.5658989048526499,0.2590775269872424,0.08244455286655382,-1.0620381478848957,0.10111223458038422,0.12802165404403593,-2.072920591632833,0.3456495828367104,0.0035391344417836645,0.03721936156341621,0.02108563096925764,0.2423107873219715,0.23761118170266837
