Date,ad,ad_z_50,pct_above_20dma,pct_above_20dma_z,pct_above_20dma_chg,pct_above_50dma,pct_above_50dma_z,pct_above_50dma_chg,pct_above_200dma,pct_above_200dma_z,pct_above_200dma_chg,nhnl_z,median_stock_vol_20_z,median_stock_vol_50_z,nifty50_price_above_50,nifty50_price_above_200,nifty50_dma200_slope_pct,nifty50_dist_200_z,nifty50_persistence_200,nifty50_vol_20,nifty50_vol_20_z,nifty50_vol_50,nifty50_vol_50_z,nifty50_mom_63,nifty50_mom_126,nifty50_mom_12_1,nifty50_mom_12_1_z,nifty_total_price_above_50,nifty_total_price_above_200,nifty_total_dma200_slope_pct,nifty_total_dist_200_z,nifty_total_persistence_200,nifty_total_vol_20,nifty_total_vol_20_z,nifty_total_vol_50,nifty_total_vol_50_z,nifty_total_mom_63,nifty_total_mom_126,nifty_total_mom_12_1,nifty_total_mom_12_1_z
2025-12-26,-823,-0.6890703983655195,40.84278768233388,0.07527123318870454,11.377633711507297,26.969205834683958,-0.7088934814160877,-0.6158833063209066,29.40032414910859,0.13372776026841207,-2.8849270664505653,0.20932994140440697,-0.7450914861000192,-0.7974318349891117,1.0,1.0,1.2815998913449755,0.5421106969995155,69.19999999999999,0.07254176301072267,-0.8396565705826037,0.077687399384227,-0.9859001158668119,0.03932649290215462,0.031592707394606734,0.11029218785017803,2.172181923955886,1.0,1.0,1.2952346199597065,0.40172974500362285,66.0,0.08457915251809943,-0.7006429780964571,0.0825188504343573,-1.0196416593029067,0.02251294254697056,0.017607419752191822,0.0666576736571628,1.5478939159009968
