Date,adv,dec,ad,ad_z_50,pct_above_20dma,pct_above_20dma_z,pct_above_20dma_chg,pct_above_50dma,pct_above_50dma_z,pct_above_50dma_chg,pct_above_200dma,pct_above_200dma_z,pct_above_200dma_chg,nh,nl,nhnl,nhnl_z,median_stock_vol_20,median_stock_vol_20_z,median_stock_vol_50,median_stock_vol_50_z,nifty50_dist_200_z,nifty50_dma200_slope_pct,nifty50_persistence_200,nifty50_vol_20_z,nifty50_vol_50_z,nifty50_mom_126,nifty_total_dist_200_z,nifty_total_dma200_slope_pct,nifty_total_persistence_200,nifty_total_vol_20_z,nifty_total_vol_50_z,nifty_total_mom_126
2013-08-19,255,638,-383,-0.8000876853118348,18.69158878504673,-0.5959982118390326,-28.77291425754962,15.36863966770509,-0.2216595174431142,-10.493429297812153,1.142263759086189,-0.10980525710709446,1.142263759086189,0,0,0,-0.31985726591393154,0.4853714506037382,2.9137217988493473,0.44225120418539554,2.0393144309022393,,0.09452308083990335,56.8,1.862272147997232,2.1468285583856783,-0.08177108505244235,,,,,,
2013-08-20,440,437,3,0.3992440570504128,22.694300518134717,-0.37890854474946944,-19.586224204367802,16.580310880829018,-0.14040094827934102,-10.160355113116495,1.1398963730569949,-0.0932195547417565,1.1398963730569949,0,0,0,-0.3162451580318982,0.4884330040075705,2.9017460512222333,0.4480322596790216,2.166391127314226,,0.04928451920866994,56.8,1.8305603839149418,2.102677463428151,-0.08254068009647719,,,,,,
2013-08-21,289,589,-300,-0.5566720378345383,20.643153526970952,-0.4836600912091339,-19.438646064031094,13.174273858921163,-0.3361286654676757,-13.717341683001129,1.1410788381742738,-0.07461758901993355,1.1410788381742738,0,0,0,-0.31370910067474356,0.49250307049817355,2.9094917553403405,0.448987821498296,2.156172712830644,,-0.0057116873607210294,56.8,1.8905224769904845,2.163708014246588,-0.10098843715031702,,,,,,
2013-08-22,530,327,203,0.9877206810693127,25.96454640250261,-0.19640623055271694,-14.953617270152083,16.16266944734098,-0.14532668412622549,-11.182639933896546,1.1470281543274243,-0.053917534080607774,1.1470281543274243,0,0,0,-0.3080277125626233,0.4962567900159338,2.9087819143317084,0.45136692937954326,2.1839147711088347,,-0.05524344729368469,56.8,2.201266335979454,2.22090633247673,-0.08944054413522573,,,,,,
2013-08-23,568,303,265,1.140001246633937,32.37704918032787,0.1490667155947918,2.1634174407551363,18.852459016393443,0.030140066163055323,-5.359138135183361,1.1270491803278688,-0.03388876780448242,1.1270491803278688,0,0,0,-0.30293783935126467,0.4968740603219652,2.8461153408350657,0.4604525786203483,2.385926520452956,,-0.09591342980741491,56.8,2.292541293313512,2.2319388454254905,-0.07930271493593355,,,,,,
2013-08-26,525,358,167,0.7984442372024205,37.82961460446248,0.4441971458780096,10.23287326026696,21.196754563894523,0.188933871289171,-2.5303330124802237,1.1156186612576064,-0.009357893047301986,1.1156186612576064,0,0,0,-0.2976713221792793,0.5023256696681424,2.8788263539330643,0.45779036086784186,2.271133641704395,,-0.1368584155621022,56.8,2.2057530501067424,2.16344425462113,-0.06420607458669747,,,,,,
2013-08-27,156,747,-591,-1.5394347014547343,27.469135802469136,-0.10525656571195206,5.38200307703854,16.152263374485596,-0.1174824373400554,-5.630917983163847,1.131687242798354,0.023015211176635405,1.131687242798354,0,0,0,-0.29659447166556835,0.5004694488757313,2.7719333859376944,0.457586660419227,2.2250365268279553,,-0.19273311819910655,56.8,2.7303348877794615,2.3553489004679364,-0.09620874143206337,,,,,,
2013-08-28,276,610,-334,-0.6996700020776891,24.923076923076923,-0.23756920669520112,5.769851116625311,15.384615384615385,-0.15702013223670083,-4.474255583126551,1.1282051282051282,0.0573275236433727,1.1282051282051282,0,0,0,-0.3043745088074576,0.5006247944735023,2.708666932167072,0.4640547067598859,2.3497143680133528,,-0.2467970688112664,56.8,2.670939770170283,2.2867169979552964,-0.0973141466330757,,,,,,
2013-08-29,570,300,270,1.1744206095134246,32.719836400818,0.20725608321301198,17.617795584491468,17.68916155419223,0.019372937448924762,1.6687533909269234,12.065439672801636,12.426653178545099,12.065439672801636,0,0,0,-0.3255368447930899,0.48876554014690154,2.554768188134312,0.4696122633035572,2.7294138863716575,,-0.27447987223768733,56.8,2.9598464926004495,2.4226423659383207,-0.061148862679753946,,,,,,
2013-08-30,475,393,82,0.5879618550886255,34.5360824742268,0.30107101860807317,21.972241820498507,18.969072164948454,0.10245983135760235,4.668765729810557,12.371134020618557,9.428959224386917,12.371134020618557,0,0,0,-0.3481449930596622,0.48154261606524495,2.3635236236222013,0.4672806630098801,2.601824105349115,,-0.2981966329712149,56.8,2.985625781728437,2.4200754245810057,-0.05608169883903458,,,,,,
2013-09-02,612,258,354,1.3855681830322037,44.927536231884055,0.8760677018896817,34.00916888494528,23.70600414078675,0.4262023949111033,11.563146997929607,14.078674948240167,8.532012642456712,14.078674948240167,0,0,0,-0.36538913849060906,0.4799269253385753,2.2881580761178517,0.47104841222920313,2.6468347365107023,,-0.3115787107354828,56.8,3.0349583483496256,2.2122907677128016,-0.024995389114797928,,,,,,
2013-09-03,198,692,-494,-1.2546106564417145,33.64293085655315,0.23192700453191448,24.747225335080756,18.988648090815275,0.0901897880471518,6.820958929261083,11.867905056759547,6.346710478815988,11.867905056759547,0,0,0,-0.38162993419906416,0.4807649639007309,2.262063866805709,0.47103368624483105,2.5874364411715325,,-0.338854547019829,56.8,3.5018847035339067,2.560156750625403,-0.06613109079147506,,,,,,
2013-09-04,597,293,304,1.1869216297052085,38.56275303643725,0.5035347454657048,28.624228446273314,22.36842105263158,0.32083464331726935,10.688093183779118,13.056680161943321,6.252846885672737,13.056680161943321,0,0,0,-0.38229115183858386,0.47949876298369565,2.198168181581472,0.4707380398522526,2.5238215923600764,,-0.3517522382457283,56.8,3.5730291244312173,2.5725755474776535,-0.04394138808458359,,,,,,
2013-09-05,643,254,389,1.3925574128400855,48.524923702950154,1.0630327532131771,40.95071694757656,25.737538148524923,0.5509730455313323,16.320956776979376,14.445574771108852,6.207406986883294,14.445574771108852,0,0,0,-0.38077267021764777,0.4735749725853962,2.0520289446852353,0.4774350359301014,2.643369710333146,,-0.3348921572169816,56.8,3.4968018571959205,2.6883776192968227,-0.03307256774862777,,,,,,
2013-09-06,520,367,153,0.6346176424127441,52.78058645096056,1.2957221315546947,42.45338808695238,28.816986855409503,0.7603268235989628,17.77404207013343,15.166835187057634,5.901313444531303,15.166835187057634,0,0,0,-0.38881688657417873,0.47285593073748705,2.0064396178403126,0.4779928837698571,2.5985925362884856,,-0.3115311106301144,56.8,3.4478334239988118,2.67995002933468,-0.023751417866840985,,,,,,
2013-09-10,655,259,396,1.345511756488163,61.576846307385225,1.7823434127887388,46.724353937090214,33.83233532934132,1.1044292745650364,19.081572358842845,16.16766467065868,5.734580496254255,16.16766467065868,0,0,0,-0.3937479991462479,0.4719831751755825,1.959830508713152,0.4884098058694389,2.79929872026393,,-0.27453625600679654,57.199999999999996,3.7345563083700473,2.8681671629605052,0.005704978425118856,,,,,,
2013-09-11,585,318,267,0.9874766871904939,65.73426573426573,1.9968113660309257,43.90685456675304,39.06093906093906,1.45893919423404,20.98987307109135,17.482517482517483,5.669806347439928,17.482517482517483,0,0,0,-0.39015898787985864,0.4662652158136224,1.8281565064430425,0.485866133351933,2.669962831776433,,-0.24341733084056738,57.599999999999994,3.586602284685024,2.63332738585883,-0.00547454462889152,,,,,,
2013-09-12,423,475,-52,0.029799694916290462,66.96787148594377,2.0420028107881736,37.17195311859683,40.86345381526104,1.568537132495014,19.638964019342673,17.369477911646587,5.205558386636936,16.45111056470781,0,0,0,-0.38340400389030516,0.465257549662499,1.7848231629321878,0.4819457863687106,2.516013858393773,,-0.2237567629148507,57.99999999999999,3.456046428493529,2.579688007517406,-0.015423191161745842,,,,,,
2013-09-13,544,344,200,0.8129535394690663,68.27794561933534,2.0900371328647145,34.50778432901276,44.6122860020141,1.8096055005468736,21.930834389110878,17.32124874118832,4.848034715524898,16.615603579897996,0,0,0,-0.37692804005779024,0.46105058249709013,1.686145282113597,0.4852597530188716,2.541958303827759,,-0.21206175005072936,58.4,3.3323561291387294,2.51374098832356,-0.010737052129656255,,,,,,
2013-09-16,342,545,-203,-0.5004720288417699,65.82914572864321,1.9288061016634108,44.08117824896841,42.211055276381906,1.622076196968346,24.528128447113613,16.482412060301506,4.350549974641562,15.364525881439718,0,0,0,-0.3712772909841948,0.4458026297715557,1.394964660750153,0.48393298693029196,2.4576493832989432,,-0.18894489693249694,58.8,2.640094310265425,2.413550697509572,-0.0018201394585725117,,,,,,
2013-09-17,378,525,-147,-0.30345801369068187,64.16416416416416,1.8152769433799867,45.47257537911743,41.64164164164164,1.5645578240711153,26.27300197393655,16.716716716716718,4.194838510379666,15.574452957630529,0,0,0,-0.3656090769758682,0.4393445086062603,1.2652474823574464,0.48474851021479576,2.427015446415115,,-0.17116717303016227,59.199999999999996,2.4428192291174433,2.339658145424326,-0.009942544783760221,,,,,,
2013-09-18,463,437,26,0.2577611777233111,64.35045317220543,1.807643007784581,41.656152654070716,43.705941591137965,1.6886248647768884,27.125630710308947,16.414904330312186,3.92943383999075,15.275007957255191,0,0,0,-0.3626929134778062,0.434523863281265,1.1667478902223387,0.4856766794231412,2.400107736228371,,-0.1508667024275434,59.599999999999994,2.385854349765625,2.3046971432587378,0.004572080509484655,,,,,,
2013-09-19,646,258,388,1.3727980557694162,69.0782953419227,2.0520124568006333,48.43514181495175,50.64420218037661,2.1387920878180764,37.46992832145545,18.63230921704658,4.271446136607331,17.491230378872306,0,0,0,-0.3562761827197123,0.42827640712904164,1.044418076687873,0.4878804670666288,2.4026606130822947,,-0.100708443604558,60.0,2.4468023745365644,2.4983560662912416,0.04803564543078709,,,,,,
2013-09-20,289,608,-319,-0.8497243565242529,61.15035317860746,1.5895908290296414,35.185806776104855,47.83047426841574,1.9185757738502436,31.66780482107476,18.46619576185671,4.032218604712888,17.319167607529288,0,0,0,-0.3526267850311747,0.429666348727627,1.0586178825712185,0.48402227000672654,2.270959186974722,,-0.06548630520261112,60.4,2.5115095062862838,2.4988386749719504,0.046319581618357475,,,,,,
2013-09-23,312,584,-272,-0.6864804821805532,58.408862034239675,1.422922307490102,26.031812853911802,45.41792547834844,1.7319024489743036,26.565466461954994,18.52970795568983,3.8712017589185255,17.40265877536196,0,0,0,-0.34853253573674564,0.4341518633739017,1.1272537892905947,0.4872212563760512,2.299896957932204,-0.4704693961882699,-0.04653348028086368,60.8,2.6335770509045613,2.5202954106842412,0.03430563360494521,,,,,,
2013-09-24,396,464,-68,-0.012797494902065052,57.46192893401015,1.358787536242901,19.632314329547675,46.7005076142132,1.797855986207068,25.50375305031868,18.883248730964468,3.786572184847371,17.76763006970686,0,0,0,-0.34561320448506133,0.4308631894126108,1.0579178243001337,0.48184127344265903,2.141593024674839,-0.4538352982180853,-0.028621657961513947,61.199999999999996,2.5765553280016515,2.392890317126716,0.04129887342610994,,,,,,
2013-09-25,370,493,-123,-0.18620838825044167,54.44330949948928,1.177450773024267,26.974173697020145,47.19101123595505,1.8091365882338746,31.038747861469457,18.38610827374872,3.540658419428932,17.25442103095037,0,0,0,-0.33891574421261933,0.4144127447790477,0.7569488913552878,0.4787869165427102,2.0402975151203084,-0.5059062976369397,0.00895377187268842,61.6,2.06350699883634,2.318839132693092,0.0393711237138028,,,,,,
2013-09-26,452,400,52,0.3931247700110125,52.400408580183864,1.0520349563293683,27.47733165710694,48.4167517875383,1.8689015971842637,33.032136402922916,18.998978549540347,3.5349642835984585,17.87077342133522,0,0,0,-0.3316287802491187,0.4109965019901508,0.688814722062604,0.47976788850758834,2.0290104648583216,-0.4710121241075395,0.04553126517314876,62.0,2.0249469888115135,2.2743274699255176,0.04409063074096742,,,,,,
2013-09-27,378,494,-116,-0.17167547032992816,48.93617021276596,0.8573243824568259,16.216333811947962,48.12563323201621,1.8265447085398676,30.436471677823985,19.45288753799392,3.496462241892734,7.387447865192284,0,0,0,-0.32447837153784703,0.4142215020901026,0.7386433459228561,0.48144858943764984,2.032682434261059,-0.6217219917635358,0.06366640005524005,62.0,1.936228332900502,2.2183547714130247,0.033961996596709954,,,,,,
2013-09-30,315,583,-268,-0.663195573368404,40.91836734693878,0.39793714188909224,6.382284872711978,45.714285714285715,1.6451090602213008,26.74521354933726,18.775510204081634,3.2532810932511795,6.404376183463077,0,0,0,-0.3170475679769965,0.40972459719154375,0.6512292337256534,0.48112565293641435,1.9940949214675245,-0.9293874171560245,0.06874957754348099,62.0,2.0114727506066306,2.2268570492802504,0.00928280437479656,,,,,,
