Date,adv_pct,dec_pct,unch_pct,pct_above_20dma,pct_above_50dma,pct_above_200dma,ret_gt_5_pct,ret_4_5_pct,ret_3_4_pct,ret_2_3_pct,ret_1_2_pct,ret_0_1_pct,ret_m1_0_pct,ret_m2_m1_pct,ret_m3_m2_pct,ret_m4_m3_pct,ret_m5_m4_pct,ret_lt_m5_pct,high_20d_pct,low_20d_pct,hl_diff_20d_pct,high_63d_pct,low_63d_pct,hl_diff_63d_pct,high_126d_pct,low_126d_pct,hl_diff_126d_pct,high_252d_pct,low_252d_pct,hl_diff_252d_pct
2023-08-01,56.49,40.31,6.28,63.74,67.22,63.23,5.02,5.25,4.04,6.46,12.69,23.01,26.22,11.06,4.42,2.23,1.63,1.02,19.8,3.53,16.27,14.69,0.74,13.95,12.92,0.23,12.69,8.41,0.0,8.41
2023-07-31,62.86,33.96,5.3,59.82,64.79,61.61,6.45,5.58,5.21,8.85,15.39,21.38,20.23,10.0,3.82,2.03,1.57,1.61,22.67,5.25,17.42,17.83,1.52,16.31,15.85,0.46,15.39,11.52,0.09,11.43
2023-07-28,48.55,48.03,7.16,55.48,63.53,61.8,3.7,3.42,3.42,5.52,11.56,20.93,30.1,13.34,6.27,2.53,1.78,1.17,14.75,5.48,9.27,12.03,1.36,10.67,10.49,0.37,10.11,7.72,0.14,7.58
2023-07-27,45.25,50.47,8.36,55.83,64.47,61.61,2.68,3.38,3.2,4.51,10.67,20.82,31.72,15.98,5.73,2.54,1.64,1.22,13.16,5.97,7.19,10.67,1.36,9.3,9.45,0.47,8.98,7.05,0.23,6.81
2023-07-26,51.52,43.79,8.34,57.19,65.39,60.94,3.65,3.51,2.67,5.2,12.04,24.45,29.79,11.8,4.96,2.11,1.92,1.55,13.82,5.9,7.92,11.38,1.55,9.84,10.02,0.42,9.6,7.63,0.23,7.4
2023-07-25,46.16,49.67,7.87,55.9,63.64,60.73,3.84,4.36,3.14,4.45,11.53,18.84,30.74,13.78,5.67,3.47,2.53,1.36,13.45,8.29,5.15,10.4,2.06,8.34,8.76,0.66,8.11,6.65,0.28,6.37
2023-07-24,44.71,51.36,6.14,55.52,63.19,59.95,4.16,4.11,2.82,5.4,9.47,18.75,28.78,13.81,6.47,3.19,2.82,2.45,13.81,8.36,5.45,10.95,2.03,8.91,9.56,0.37,9.19,7.34,0.09,7.25
2023-07-21,39.66,56.44,10.19,58.65,66.68,62.84,3.37,3.46,2.45,3.89,8.65,17.84,38.12,16.88,6.3,2.45,1.54,1.35,12.98,7.55,5.43,9.81,1.88,7.93,8.22,0.34,7.88,6.06,0.1,5.96
2023-07-20,48.73,47.44,9.46,60.87,68.47,62.54,2.87,4.35,2.63,5.11,10.8,22.98,34.21,12.95,5.06,1.82,1.53,1.34,17.63,5.49,12.14,13.38,1.24,12.14,11.42,0.38,11.04,8.84,0.24,8.6
2023-07-19,56.94,39.08,9.87,60.25,68.53,62.69,4.12,3.78,2.49,6.27,13.17,27.11,32.23,9.58,3.64,1.48,1.29,0.72,16.95,5.36,11.59,12.84,1.58,11.25,11.4,0.38,11.02,7.9,0.24,7.66
2023-07-18,35.51,61.21,8.52,57.78,66.02,61.64,2.62,3.14,1.67,3.24,6.62,18.23,34.75,18.85,8.23,3.76,2.52,1.62,12.14,6.62,5.52,9.23,1.38,7.85,7.9,0.57,7.33,6.09,0.38,5.71
2023-07-17,57.64,38.94,5.5,59.03,65.31,60.09,4.94,4.53,4.02,8.31,12.79,23.05,25.27,9.7,4.2,2.03,1.85,1.39,18.71,4.48,14.23,15.2,1.39,13.81,12.66,0.69,11.96,8.68,0.37,8.31
2023-07-14,65.52,31.42,8.55,55.97,65.33,60.89,6.02,4.39,3.77,9.07,16.86,25.41,25.6,7.45,3.25,1.05,1.58,1.05,17.14,6.78,10.36,14.28,2.29,11.99,11.56,0.91,10.65,8.64,0.62,8.02
2023-07-13,30.6,66.22,7.83,51.19,63.14,58.73,2.13,2.32,2.13,3.65,6.36,13.99,30.93,19.69,12.29,5.55,3.61,1.99,8.78,12.71,-3.94,6.83,3.32,3.51,6.02,1.04,4.98,4.74,0.81,3.94
2023-07-12,48.0,48.14,8.9,56.14,65.24,60.0,3.67,3.48,3.43,5.33,10.48,21.62,35.71,11.86,5.14,2.05,1.43,0.86,14.95,7.86,7.1,12.43,1.71,10.71,10.81,0.81,10.0,7.95,0.57,7.38
2023-07-11,56.58,39.71,8.46,56.25,65.99,59.86,3.28,4.13,3.94,6.27,13.97,24.99,28.41,9.83,4.47,2.38,2.0,1.09,13.44,8.74,4.7,10.97,1.85,9.12,9.55,0.86,8.69,6.94,0.57,6.37
2023-07-10,35.55,61.71,5.07,51.95,64.31,58.27,3.16,3.11,2.28,4.41,8.13,14.45,29.04,19.19,9.2,4.37,3.02,1.95,10.59,9.53,1.07,8.55,1.67,6.88,6.41,0.79,5.62,4.6,0.42,4.18
2023-07-07,34.66,61.74,7.77,58.0,69.03,60.7,2.56,2.6,2.32,3.88,6.72,16.57,36.13,19.93,7.81,3.31,1.56,0.76,10.51,5.73,4.78,8.14,1.28,6.87,6.11,0.66,5.45,4.59,0.28,4.31
2023-07-06,58.36,37.42,8.55,61.49,70.28,61.06,3.42,4.04,3.61,6.27,15.19,25.83,29.53,9.69,3.23,1.28,1.57,0.66,19.37,4.37,15.0,15.62,1.04,14.58,11.97,0.76,11.21,9.26,0.38,8.88
2023-07-05,58.01,38.44,7.68,58.67,68.82,60.33,4.22,3.36,2.75,7.82,14.22,25.64,27.91,10.52,3.55,1.85,1.61,0.66,17.68,5.4,12.27,14.5,1.09,13.41,11.47,0.57,10.9,8.44,0.28,8.15
2023-07-04,40.5,56.13,7.64,55.65,67.95,59.26,2.66,3.42,2.75,3.85,7.88,19.94,35.14,16.29,6.65,2.47,2.47,0.76,13.06,5.75,7.31,10.54,1.04,9.5,7.93,0.57,7.36,5.7,0.24,5.46
2023-07-03,52.95,43.23,5.96,57.14,67.57,57.79,4.33,4.19,3.35,6.93,12.8,21.36,25.92,12.24,5.96,1.77,2.14,1.16,15.87,4.93,10.94,12.61,0.65,11.96,9.45,0.33,9.12,7.03,0.14,6.89
2023-06-30,54.23,41.8,7.56,55.98,67.17,57.96,4.16,3.35,2.69,7.46,13.23,23.33,28.2,11.76,4.53,2.08,1.75,1.04,15.07,5.48,9.59,12.61,1.32,11.29,10.16,0.52,9.64,7.46,0.28,7.18
2023-06-28,47.13,49.12,7.68,54.77,66.52,57.09,2.94,3.13,3.18,4.08,10.67,23.14,32.05,13.85,6.26,1.8,1.71,1.14,11.43,5.55,5.88,9.25,1.52,7.73,7.35,0.71,6.64,5.17,0.57,4.6
2023-06-27,58.58,37.47,8.13,54.16,67.52,56.68,3.28,3.99,4.71,6.04,14.22,26.34,28.72,9.75,3.23,1.38,1.33,1.19,10.37,3.76,6.61,8.51,0.9,7.61,6.66,0.57,6.09,4.66,0.38,4.28
2023-06-26,53.29,43.66,6.02,49.77,65.6,55.03,3.43,3.76,2.73,7.05,14.66,21.66,27.35,11.98,4.75,2.26,2.07,1.27,7.94,6.39,1.55,6.34,1.08,5.26,4.61,0.66,3.95,3.2,0.33,2.87
2023-06-23,22.25,74.38,7.1,50.0,66.34,55.02,1.66,1.94,1.47,2.32,4.88,9.99,30.35,23.63,14.25,7.01,4.17,2.08,4.92,9.9,-4.97,3.88,1.85,2.04,2.56,0.8,1.75,1.7,0.47,1.23
2023-06-22,26.93,69.36,7.85,61.85,71.46,57.8,1.9,2.47,2.09,2.43,6.42,11.61,32.92,23.41,12.04,4.14,2.95,1.76,8.18,6.23,1.95,6.47,1.05,5.42,4.04,0.33,3.71,2.47,0.19,2.28
2023-06-21,44.8,51.54,7.55,69.29,73.09,58.57,3.61,3.37,2.52,4.46,9.92,20.93,31.61,15.19,6.69,2.61,1.71,1.28,15.85,4.18,11.68,12.91,0.33,12.58,9.73,0.19,9.54,6.36,0.09,6.26
2023-06-20,54.3,41.68,7.42,69.94,73.02,58.27,4.73,4.16,3.5,5.67,10.92,25.33,29.3,10.02,4.4,2.5,1.94,0.95,19.52,2.98,16.54,15.31,0.33,14.98,10.54,0.19,10.35,7.14,0.09,7.04
2023-06-19,41.67,54.63,6.03,69.22,72.22,56.55,3.51,3.55,2.2,4.63,9.73,18.05,31.52,14.64,7.48,2.53,2.99,1.5,16.6,3.88,12.72,13.28,0.47,12.82,8.89,0.33,8.56,6.27,0.14,6.13
2023-06-16,60.91,35.16,7.43,71.23,73.45,56.79,3.6,4.12,3.69,7.34,15.43,26.74,26.79,8.14,3.03,1.85,1.66,1.14,20.21,2.37,17.84,16.04,0.28,15.76,9.51,0.24,9.28,6.34,0.09,6.25
2023-06-15,40.6,55.95,6.76,68.53,72.83,55.39,3.73,3.83,2.88,4.91,7.33,17.91,32.94,17.06,7.37,2.74,1.98,0.61,15.83,4.3,11.53,12.76,0.28,12.48,8.46,0.19,8.27,5.81,0.09,5.72
2023-06-14,50.33,45.28,7.45,70.52,73.63,56.04,4.1,4.29,4.15,5.9,11.46,20.42,31.42,11.46,4.62,2.55,1.89,0.8,21.13,3.3,17.83,16.7,0.52,16.18,10.61,0.38,10.24,7.03,0.28,6.75
2023-06-13,57.88,38.68,6.26,70.96,73.51,55.25,4.33,4.47,3.53,7.11,13.69,24.75,26.45,9.69,3.76,2.02,1.98,1.04,20.38,2.68,17.69,16.05,0.52,15.53,9.98,0.33,9.65,6.73,0.24,6.49
2023-06-12,55.92,40.14,6.43,68.26,72.49,53.99,5.02,4.98,3.38,5.87,13.71,22.96,26.67,10.61,3.47,2.21,2.25,1.36,16.29,3.33,12.96,12.58,0.52,12.07,7.61,0.38,7.23,5.26,0.33,4.93
2023-06-09,42.38,54.68,6.6,66.75,73.11,53.4,3.99,2.99,2.95,4.42,9.31,18.72,33.25,16.44,6.08,2.23,2.0,1.28,12.54,4.75,7.79,8.88,0.81,8.08,4.94,0.62,4.32,3.85,0.33,3.52
2023-06-08,31.13,65.52,6.38,68.21,73.31,53.19,2.79,2.17,1.7,3.4,6.61,14.45,31.79,18.56,11.86,5.15,2.6,1.94,11.53,3.87,7.65,7.98,0.61,7.37,4.58,0.43,4.16,3.16,0.33,2.83
2023-06-07,64.13,32.8,6.14,71.36,74.62,54.02,6.66,4.73,4.35,7.89,15.74,24.76,23.2,8.18,3.02,1.56,1.94,1.04,27.55,2.79,24.76,20.42,0.47,19.94,12.57,0.33,12.24,8.51,0.19,8.32
2023-06-06,51.47,44.45,7.44,65.45,72.13,52.09,4.79,4.55,3.51,6.64,11.37,20.62,31.8,9.76,4.98,1.8,2.23,1.33,20.76,3.74,17.01,16.21,0.76,15.45,9.57,0.62,8.96,6.59,0.33,6.26
2023-06-05,56.39,39.73,5.9,62.85,69.91,51.15,5.38,5.52,4.59,6.83,10.9,23.16,25.88,10.15,3.6,1.97,2.53,1.5,21.48,4.68,16.8,16.33,0.56,15.77,10.06,0.33,9.73,7.53,0.05,7.49
2023-06-02,61.76,34.63,6.93,59.63,69.31,50.43,5.17,5.41,3.8,6.36,13.24,27.8,25.33,9.01,3.42,1.57,1.76,0.47,21.06,4.51,16.56,16.84,0.81,16.03,9.96,0.43,9.54,6.74,0.33,6.4
2023-06-01,58.24,37.55,7.34,54.59,67.09,48.72,4.31,4.88,3.74,6.11,13.12,26.09,27.37,8.95,3.74,1.75,2.18,0.9,17.9,5.11,12.78,14.44,0.66,13.78,8.85,0.38,8.48,6.39,0.19,6.2
2023-05-31,49.07,47.69,7.0,52.26,66.65,47.74,4.19,4.48,3.86,5.43,10.24,20.87,29.11,11.86,5.0,3.38,3.29,2.05,16.44,9.72,6.72,14.24,1.24,13.01,8.53,0.81,7.72,5.76,0.52,5.24
2023-05-30,44.77,51.65,7.64,52.46,67.94,47.35,3.44,3.15,3.34,4.83,9.65,20.35,31.82,12.28,6.26,3.58,2.87,2.48,15.67,9.17,6.5,12.37,1.39,10.99,7.07,0.76,6.31,5.11,0.38,4.73
2023-05-29,52.56,43.72,6.16,52.52,67.44,47.25,3.86,3.53,3.11,4.94,12.52,24.61,25.84,8.94,5.55,2.96,3.15,3.44,16.89,7.01,9.88,14.07,1.13,12.94,7.58,0.56,7.01,5.32,0.24,5.08
2023-05-26,54.27,41.99,8.05,51.92,68.89,46.79,4.17,2.97,3.21,6.04,13.09,24.78,27.9,11.41,4.17,2.64,2.54,1.39,15.77,7.05,8.72,12.22,0.91,11.31,6.71,0.53,6.18,4.55,0.29,4.27
2023-05-25,50.05,45.82,8.65,51.39,68.92,46.45,3.27,3.55,2.59,6.82,11.72,22.09,32.66,11.38,4.51,2.93,1.83,1.15,13.21,8.89,4.32,10.33,1.1,9.22,5.86,0.43,5.43,4.08,0.19,3.89
2023-05-24,45.17,51.2,7.65,51.0,68.45,45.41,3.49,2.77,2.87,3.92,10.04,22.08,32.03,13.58,6.07,2.82,2.68,1.67,11.04,7.84,3.2,8.03,0.96,7.07,4.59,0.43,4.16,3.2,0.33,2.87
2023-05-23,49.5,47.19,7.63,53.62,68.87,45.71,3.6,3.36,3.21,5.52,10.98,22.83,30.31,11.37,5.95,3.12,2.64,1.44,12.23,8.44,3.79,8.92,1.06,7.87,4.51,0.62,3.88,3.07,0.53,2.54
2023-05-22,47.62,49.13,5.8,52.99,68.27,44.18,3.3,3.3,3.44,6.36,10.94,20.27,25.79,12.82,6.55,3.06,3.72,2.97,11.93,9.29,2.64,8.2,1.32,6.88,4.62,0.85,3.77,3.06,0.66,2.4
2023-05-19,42.27,54.32,7.88,53.27,70.27,44.28,2.59,2.69,2.4,5.0,9.56,20.03,32.13,17.29,6.63,2.55,2.21,1.39,11.38,9.41,1.97,8.21,1.3,6.92,5.24,0.72,4.51,3.94,0.53,3.41
2023-05-18,38.46,57.98,8.12,56.01,70.77,44.38,3.41,3.27,1.88,4.13,7.74,18.03,36.3,15.91,6.83,3.41,2.5,1.15,11.73,8.46,3.27,8.75,1.25,7.5,5.1,0.87,4.23,3.8,0.53,3.27
2023-05-17,41.99,54.79,7.48,60.4,72.29,44.87,3.45,3.07,2.35,5.37,8.87,18.89,35.62,15.53,4.79,2.92,1.97,1.44,13.37,6.09,7.29,9.01,1.2,7.81,5.7,0.86,4.84,0.0,0.0,0.0
2023-05-16,46.17,50.0,7.89,62.78,73.88,44.74,2.97,3.54,2.78,4.98,11.39,20.53,34.26,13.64,5.5,1.67,1.48,1.34,14.59,5.41,9.19,9.71,0.96,8.76,4.55,0.86,3.68,0.0,0.0,0.0
2023-05-15,51.9,44.4,6.88,63.38,72.91,44.31,3.8,3.42,3.75,6.21,10.63,24.1,26.14,12.24,5.46,2.89,2.18,2.37,17.84,5.69,12.14,11.81,0.9,10.91,5.69,0.57,5.12,0.0,0.0,0.0
2023-05-12,40.69,54.74,9.19,64.6,74.27,44.73,3.66,3.7,2.02,3.61,9.28,18.42,35.88,16.02,6.25,2.45,1.88,1.44,15.78,5.77,10.0,10.25,0.82,9.43,4.81,0.48,4.33,0.0,0.0,0.0
2023-05-11,57.46,37.7,9.11,67.53,74.24,44.99,4.12,4.03,3.07,5.52,14.39,26.33,29.3,9.64,3.5,1.53,1.73,1.1,18.8,3.5,15.3,11.18,0.53,10.65,5.23,0.34,4.89,0.0,0.0,0.0
2023-05-10,50.43,45.41,7.98,66.2,73.23,43.26,3.3,3.11,2.44,5.02,11.47,25.1,31.17,11.81,4.88,2.34,2.39,0.81,16.54,4.06,12.48,9.75,0.81,8.94,4.11,0.72,3.39,0.0,0.0,0.0
2023-05-09,40.6,56.14,7.39,66.6,73.22,42.8,3.02,3.55,1.87,3.45,7.68,21.02,31.81,15.64,8.16,3.93,2.69,1.3,14.16,4.22,9.93,8.73,0.53,8.21,3.6,0.43,3.17,0.0,0.0,0.0
2023-05-08,56.21,39.93,7.14,69.87,72.82,42.88,3.19,4.38,4.43,6.09,15.23,22.89,26.84,8.9,5.19,2.43,2.14,1.57,20.51,2.95,17.56,12.61,0.43,12.18,5.66,0.33,5.33,0.0,0.0,0.0
2023-05-05,32.59,64.03,7.91,70.54,72.71,42.04,1.88,2.94,2.36,3.38,6.75,15.28,33.22,21.02,9.31,3.76,2.6,2.03,13.5,2.27,11.23,8.24,0.68,7.57,4.44,0.48,3.95,0.0,0.0,0.0
2023-05-04,65.62,30.81,8.26,76.87,74.99,43.31,4.25,3.72,4.78,7.63,16.95,28.3,25.01,7.97,2.75,1.21,1.5,0.63,27.38,1.16,26.22,13.52,0.43,13.09,5.41,0.19,5.21,0.0,0.0,0.0
2023-05-03,45.75,51.11,7.83,75.6,72.03,41.55,3.57,3.29,2.32,5.41,10.53,20.63,32.37,13.67,6.09,3.14,2.27,1.4,19.95,1.79,18.16,9.9,0.63,9.28,4.83,0.43,4.4,0.0,0.0,0.0
2023-05-02,58.47,37.7,6.29,76.16,70.15,40.78,4.02,4.16,4.07,8.56,14.05,23.6,22.89,10.22,4.64,1.89,2.27,2.08,26.49,1.14,25.35,10.55,0.61,9.93,4.4,0.33,4.07,0.0,0.0,0.0
2023-04-28,64.07,32.03,8.24,78.28,68.74,40.51,3.71,3.9,4.53,7.47,18.45,26.01,25.14,7.95,2.94,1.06,1.83,1.35,25.05,1.64,23.41,9.39,1.06,8.33,4.34,0.77,3.56,0.0,0.05,-0.05
2023-04-27,58.45,37.94,7.9,77.03,63.99,39.09,3.8,3.61,3.47,6.45,14.11,27.01,28.94,9.77,2.74,1.35,1.78,1.25,19.5,1.97,17.53,7.7,0.91,6.79,4.14,0.77,3.37,0.0,0.05,-0.05
2023-04-26,53.06,42.27,9.01,75.18,61.49,37.93,4.05,3.47,2.12,5.45,10.12,27.86,29.49,11.42,5.11,2.41,1.98,0.87,17.78,1.88,15.9,6.46,1.01,5.45,3.23,0.72,2.51,0.0,0.0,0.0
2023-04-25,50.12,45.49,8.67,74.89,59.71,37.73,3.04,3.37,2.8,5.4,11.13,24.39,31.66,11.47,5.2,2.41,1.73,1.69,15.66,2.46,13.2,5.4,1.3,4.1,3.13,1.01,2.12,0.0,0.05,-0.05
2023-04-24,51.45,44.12,7.48,73.94,57.69,36.49,4.34,3.0,3.62,4.57,11.86,24.06,27.92,11.82,5.15,2.33,2.76,1.62,15.58,1.62,13.96,6.0,0.71,5.29,2.95,0.62,2.33,0.0,0.0,0.0
2023-04-21,37.07,59.17,8.11,75.68,57.72,36.53,2.61,2.51,2.03,3.28,7.87,18.77,33.16,18.68,8.59,2.85,3.09,0.92,10.76,1.4,9.36,3.86,0.82,3.04,2.32,0.63,1.69,0.0,0.05,-0.05
2023-04-20,49.95,46.02,8.78,78.47,59.51,37.58,3.73,3.83,3.01,5.63,11.15,22.6,32.01,13.0,4.46,2.04,2.13,1.16,16.39,1.65,14.74,5.29,1.16,4.12,3.3,0.87,2.42,0.0,0.0,0.0
2023-04-19,44.67,51.99,8.05,79.0,57.37,36.86,3.64,3.59,3.01,5.82,10.86,17.75,33.9,14.94,6.21,2.42,1.79,0.78,17.02,2.33,14.69,5.29,1.6,3.69,2.57,1.21,1.36,0.0,0.0,0.0
2023-04-18,49.73,46.35,8.17,79.99,56.6,36.2,3.72,3.43,3.62,5.51,12.66,20.78,30.84,11.6,5.36,3.19,2.27,1.26,18.9,2.17,16.72,5.12,1.11,4.01,2.9,0.77,2.13,0.0,0.0,0.0
2023-04-17,48.21,48.45,6.46,78.0,53.37,35.29,3.97,3.92,3.73,5.69,11.72,19.18,25.54,14.3,7.03,2.97,3.06,2.01,21.9,2.44,19.46,6.07,1.15,4.93,3.4,0.96,2.44,0.0,0.0,0.0
2023-04-13,50.58,46.12,7.7,80.57,54.07,35.56,3.59,4.17,3.25,5.38,11.68,22.53,30.77,12.16,5.33,2.47,1.79,1.31,21.75,1.45,20.3,5.38,0.92,4.46,3.2,0.58,2.62,0.0,0.0,0.0
2023-04-12,57.58,39.86,6.56,80.69,52.12,35.14,4.87,4.58,4.92,7.09,12.84,23.26,26.4,10.42,4.39,2.22,1.93,1.06,21.14,1.35,19.79,4.92,0.77,4.15,2.7,0.43,2.27,0.0,0.0,0.0
2023-04-11,61.29,36.1,6.61,77.36,46.81,33.93,5.98,6.37,3.91,6.85,12.93,25.24,23.79,9.65,4.58,2.22,1.5,0.97,17.57,1.64,15.93,4.87,0.82,4.05,2.9,0.43,2.46,0.0,0.0,0.0
2023-04-10,50.91,46.46,5.75,72.08,41.71,32.66,4.65,6.27,3.64,5.22,10.87,20.26,24.09,13.07,6.99,3.83,2.73,1.48,15.37,1.53,13.84,4.6,0.81,3.78,2.63,0.48,2.16,0.0,0.0,0.0
2023-04-06,65.51,32.13,5.82,69.7,39.2,32.23,7.07,7.6,5.72,8.75,13.18,23.18,23.23,8.03,3.13,1.39,1.59,0.58,16.07,1.2,14.86,4.81,0.67,4.14,3.56,0.43,3.13,0.0,0.05,-0.05
2023-04-05,73.06,24.96,5.64,61.93,33.64,31.18,11.9,9.64,7.08,10.75,15.28,18.41,17.59,7.04,2.84,1.16,1.4,0.58,14.75,1.49,13.25,4.77,0.92,3.86,3.57,0.63,2.94,0.0,0.0,0.0
2023-04-03,78.43,19.84,5.0,44.86,25.07,27.86,16.28,11.96,9.41,11.14,12.78,16.86,14.99,4.61,2.21,0.82,1.44,0.77,9.46,2.26,7.2,3.94,1.15,2.79,2.93,0.72,2.21,0.0,0.0,0.0
2023-03-31,69.8,27.7,6.02,29.91,19.75,25.82,8.0,7.47,7.08,10.79,18.35,18.11,17.29,7.76,3.23,1.78,2.41,1.25,7.47,7.08,0.39,3.56,5.73,-2.17,2.6,4.58,-1.97,0.0,0.0,0.0
2023-03-29,69.07,28.48,5.77,19.67,16.16,23.62,9.76,6.78,6.88,11.54,14.09,20.01,16.16,6.25,3.8,2.45,3.13,2.45,4.62,15.78,-11.16,2.02,12.46,-10.44,1.44,10.39,-8.95,0.0,0.0,0.0
2023-03-28,23.93,73.91,5.13,13.91,13.53,21.58,1.97,1.49,1.25,2.16,5.28,11.8,23.98,13.33,13.57,8.97,10.26,8.92,1.87,46.47,-44.6,0.91,40.14,-39.23,0.62,32.04,-31.41,0.0,0.0,0.0
2023-03-27,19.24,78.89,4.64,15.41,14.5,22.45,1.05,1.39,1.01,2.35,3.49,9.96,19.91,16.28,14.27,10.0,13.07,10.0,3.06,45.19,-42.13,1.39,37.96,-36.57,1.01,30.06,-29.06,0.0,0.0,0.0
2023-03-24,20.25,77.43,5.79,19.62,16.44,24.98,1.45,1.93,1.16,1.98,3.95,9.79,25.07,20.11,17.6,9.55,7.04,3.86,4.15,32.26,-28.11,1.88,24.93,-23.05,1.45,20.3,-18.85,0.0,0.0,0.0
2023-03-23,33.77,62.11,8.04,25.87,19.82,27.03,2.37,2.62,1.21,3.59,8.04,15.94,36.05,18.75,7.7,3.39,2.66,1.6,5.14,15.36,-10.22,1.79,11.68,-9.88,1.26,9.54,-8.28,0.0,0.0,0.0
2023-03-22,58.11,37.48,8.5,26.89,18.88,27.28,4.03,4.08,3.59,6.36,12.96,27.09,29.03,9.17,3.59,1.89,1.17,1.12,4.76,9.61,-4.85,1.84,6.65,-4.81,1.02,5.58,-4.56,0.0,0.0,0.0
2023-03-21,57.47,38.36,8.1,22.74,18.09,26.14,3.83,4.17,4.36,8.05,15.08,21.97,27.3,10.28,4.17,1.99,1.84,0.87,3.54,15.66,-12.12,1.36,11.74,-10.38,0.97,9.89,-8.92,0.0,0.0,0.0
2023-03-20,22.83,74.63,5.28,17.27,15.64,25.04,1.53,1.82,1.63,2.73,5.47,9.64,26.28,21.73,14.96,7.82,5.71,3.41,3.12,31.8,-28.68,1.73,23.79,-22.06,1.34,19.14,-17.79,0.0,0.0,0.0
2023-03-17,57.71,38.02,8.15,22.55,18.04,27.3,3.2,3.35,3.39,7.18,15.76,24.83,27.79,9.21,4.22,1.7,1.94,1.31,3.88,15.23,-11.35,1.7,11.25,-9.55,1.21,9.94,-8.73,0.0,0.0,0.0
2023-03-16,35.41,61.5,6.52,17.87,16.47,26.62,1.84,2.03,1.93,3.82,8.65,17.15,25.46,19.42,11.98,4.93,3.53,2.71,2.75,29.81,-27.05,1.11,22.37,-21.26,0.58,18.02,-17.44,0.0,0.0,0.0
2023-03-15,41.38,54.14,8.62,19.43,16.94,27.22,1.8,2.43,2.14,4.58,10.71,19.72,32.57,15.19,7.25,3.12,2.78,1.85,2.29,27.22,-24.93,1.36,19.91,-18.55,0.88,15.19,-14.31,0.0,0.0,0.0
2023-03-14,26.34,70.91,5.89,18.52,17.17,27.4,1.25,1.69,1.25,2.32,6.66,13.17,26.72,21.08,12.98,7.14,5.02,3.86,2.36,34.11,-31.74,1.06,24.17,-23.11,0.77,17.95,-17.17,0.0,0.0,0.0
2023-03-13,11.75,86.0,4.8,21.58,18.42,28.78,1.15,1.53,0.29,1.73,2.21,4.84,16.74,19.42,18.42,15.88,12.23,8.11,2.49,30.6,-28.11,1.01,21.15,-20.14,0.62,15.25,-14.63,0.0,0.0,0.0
2023-03-10,31.82,64.52,7.85,37.18,24.22,34.06,2.0,2.29,1.71,3.41,6.92,15.5,34.26,20.86,9.41,3.85,2.53,1.46,5.41,9.99,-4.58,2.49,5.99,-3.51,1.46,4.43,-2.97,0.0,0.0,0.0
2023-03-09,37.79,58.75,7.65,40.81,25.84,35.01,2.44,2.73,2.44,3.9,8.34,17.94,35.98,15.99,7.26,3.56,2.1,1.51,6.58,7.02,-0.44,2.78,4.73,-1.95,2.0,3.41,-1.41,0.0,0.0,0.0
2023-03-08,51.46,43.8,9.08,42.58,27.34,35.99,4.1,3.76,3.42,6.88,11.47,21.83,31.69,12.16,4.35,2.25,1.56,0.88,10.25,5.03,5.22,3.56,3.42,0.15,2.49,2.44,0.05,0.0,0.0,0.0
2023-03-06,58.81,37.21,6.53,37.54,24.44,34.71,3.6,3.74,3.31,7.01,15.17,25.97,24.34,9.31,5.23,1.82,1.87,1.15,8.11,3.98,4.13,2.88,2.83,0.05,2.16,1.97,0.19,0.0,0.0,0.0
2023-03-03,66.29,29.86,7.73,30.59,23.59,34.19,4.47,4.04,5.11,9.29,17.51,25.88,23.54,7.3,3.11,1.61,1.36,0.68,5.74,4.09,1.65,1.8,2.97,-1.17,1.22,2.19,-0.97,0.0,0.05,-0.05
2023-03-02,40.4,56.73,6.97,23.0,20.61,32.26,2.73,3.56,2.68,4.29,8.63,18.52,33.67,17.25,7.5,2.63,1.61,1.02,4.48,9.16,-4.68,1.8,6.24,-4.43,1.07,4.43,-3.36,0.0,0.0,0.0
2023-03-01,76.04,21.38,6.78,24.21,20.99,32.8,6.1,7.32,7.37,12.69,20.69,21.86,18.01,5.17,2.24,0.83,1.27,0.63,4.25,5.08,-0.83,1.81,3.71,-1.9,1.12,2.93,-1.81,0.0,0.0,0.0
2023-02-28,47.9,48.93,7.42,17.24,17.72,30.91,2.78,3.71,3.61,6.25,11.91,19.63,29.0,12.89,6.4,2.83,3.32,1.9,2.59,25.98,-23.39,1.37,18.26,-16.89,0.93,13.77,-12.84,0.0,0.0,0.0
2023-02-27,19.42,78.41,5.31,15.56,16.57,30.43,1.5,1.74,1.35,2.13,4.11,8.6,22.75,21.11,15.56,10.1,8.31,5.89,1.74,41.79,-40.05,0.77,30.19,-29.42,0.48,22.42,-21.93,0.0,0.0,0.0
2023-02-24,38.34,58.21,7.14,22.35,20.41,32.9,2.62,2.28,1.75,4.57,7.97,19.14,32.36,15.89,7.73,3.64,3.55,2.19,3.16,24.88,-21.72,1.26,18.17,-16.91,0.63,13.07,-12.44,0.0,0.0,0.0
2023-02-23,40.91,55.08,8.21,23.12,21.55,0.0,2.35,2.49,2.05,5.23,9.38,19.4,33.72,15.15,6.7,2.83,2.44,2.44,3.57,27.42,-23.85,1.32,20.38,-19.06,0.83,14.91,-14.08,0.0,0.0,0.0
