Date,adv_pct,dec_pct,unch_pct,pct_above_20dma,pct_above_50dma,pct_above_200dma,ret_gt_5_pct,ret_4_5_pct,ret_3_4_pct,ret_2_3_pct,ret_1_2_pct,ret_0_1_pct,ret_m1_0_pct,ret_m2_m1_pct,ret_m3_m2_pct,ret_m4_m3_pct,ret_m5_m4_pct,ret_lt_m5_pct,high_20d_pct,low_20d_pct,hl_diff_20d_pct,high_63d_pct,low_63d_pct,hl_diff_63d_pct,high_126d_pct,low_126d_pct,hl_diff_126d_pct,high_252d_pct,low_252d_pct,hl_diff_252d_pct
2026-01-01,49.69,48.47,7.01,49.22,30.94,30.87,2.52,3.1,2.72,5.38,9.9,26.07,33.32,13.24,4.63,1.63,2.08,0.58,11.71,5.28,6.43,4.36,3.0,1.36,3.34,2.21,1.12,2.72,1.36,1.36
2025-12-31,68.85,29.08,7.0,49.29,30.03,30.57,2.85,3.7,5.77,10.22,20.31,25.99,22.21,6.18,3.4,1.49,2.04,0.75,9.88,4.14,5.74,3.74,2.41,1.32,3.06,1.97,1.09,2.31,1.26,1.05
2025-12-30,40.44,57.25,7.32,36.18,25.43,29.03,1.84,2.76,2.55,5.11,8.88,19.3,34.65,15.21,7.35,3.44,2.52,1.4,5.92,14.19,-8.27,2.59,9.53,-6.94,2.04,7.18,-5.14,1.6,3.88,-2.28
2025-12-29,28.63,69.92,5.36,35.8,25.36,29.37,1.82,2.22,1.79,2.9,6.3,13.61,32.54,19.97,10.91,5.29,4.34,2.22,5.69,14.48,-8.79,2.09,9.2,-7.11,1.48,7.14,-5.66,1.04,4.01,-2.96
2025-12-26,34.96,62.97,6.79,42.77,28.24,30.79,2.1,2.75,1.97,3.56,7.16,17.41,37.34,17.31,8.66,3.09,2.34,1.02,8.11,8.86,-0.75,3.94,5.16,-1.22,3.02,3.97,-0.95,2.24,2.21,0.03
2025-12-24,38.45,58.91,7.3,46.15,29.25,31.32,2.54,2.38,2.95,3.94,8.45,18.19,37.7,16.66,6.79,2.07,2.04,0.95,8.89,6.18,2.71,4.04,3.8,0.24,3.02,2.88,0.14,2.31,1.43,0.88
2025-12-23,55.54,41.92,7.2,47.28,29.42,31.79,2.96,3.16,3.29,5.98,12.81,27.34,31.18,9.75,4.04,1.66,1.83,0.65,11.14,4.08,7.07,4.79,2.24,2.55,3.74,1.9,1.83,2.72,1.15,1.56
2025-12-22,69.97,27.93,6.29,42.71,27.36,30.98,4.09,5.34,5.92,9.91,17.55,27.16,20.19,6.66,2.74,2.0,1.76,0.88,11.02,3.96,7.07,5.75,2.4,3.35,4.43,1.89,2.54,2.81,0.91,1.89
2025-12-19,68.51,29.3,7.32,31.38,24.14,29.95,3.45,3.42,4.96,10.05,20.03,26.6,22.7,6.8,3.11,1.47,1.61,0.92,5.61,6.29,-0.68,2.6,4.44,-1.85,1.74,3.56,-1.81,1.16,2.09,-0.92
2025-12-18,36.6,61.24,7.44,22.82,20.46,28.2,2.33,1.75,1.58,3.46,7.27,20.22,34.17,17.99,8.67,3.84,2.57,1.44,4.25,22.24,-17.99,2.4,16.28,-13.88,1.78,11.89,-10.11,1.3,6.24,-4.93
2025-12-17,28.7,69.22,6.86,23.11,21.71,28.87,1.81,1.74,1.74,1.98,6.08,15.36,34.61,19.93,11.43,4.3,3.82,1.98,3.89,19.83,-15.94,2.05,13.75,-11.71,1.64,10.24,-8.6,1.23,5.53,-4.3
2025-12-16,29.6,68.38,7.19,27.13,23.67,29.77,1.44,1.75,2.16,3.19,7.33,13.74,37.14,22.34,8.84,3.25,2.88,1.13,4.52,11.96,-7.43,1.78,8.05,-6.27,1.3,6.1,-4.8,0.89,3.36,-2.47
2025-12-15,50.46,47.29,6.71,30.98,25.4,30.27,2.62,2.89,3.47,6.09,11.99,23.39,31.49,11.3,5.21,2.38,2.49,1.12,6.84,6.71,0.14,3.98,4.46,-0.48,2.93,3.71,-0.78,2.25,2.21,0.03
2025-12-12,63.97,33.84,7.34,28.76,25.26,30.1,3.5,3.29,4.6,6.97,15.99,29.62,26.87,8.24,3.23,1.17,1.2,0.48,6.45,6.38,0.07,3.67,4.39,-0.72,2.81,3.5,-0.69,2.2,1.96,0.24
2025-12-11,60.09,37.85,7.17,21.93,22.79,29.07,2.64,2.75,2.99,6.35,15.65,29.72,26.49,10.09,4.08,2.09,1.27,1.0,5.08,8.89,-3.81,2.4,6.04,-3.64,1.82,4.56,-2.75,1.24,2.71,-1.48
2025-12-10,40.68,56.75,7.59,17.61,20.08,28.66,2.95,2.37,2.99,5.66,8.69,18.02,34.16,16.1,7.66,3.33,2.2,0.89,3.47,17.71,-14.25,1.75,10.64,-8.89,1.3,7.59,-6.28,0.82,3.95,-3.12
2025-12-09,63.84,34.52,6.37,18.29,21.34,29.14,5.21,4.59,6.75,11.03,14.52,21.75,23.49,8.84,3.84,2.05,1.64,1.03,3.22,15.68,-12.47,1.61,10.07,-8.46,1.3,7.74,-6.44,0.89,4.25,-3.36
2025-12-08,13.79,84.75,4.73,14.84,19.51,27.11,1.22,1.42,0.91,1.18,2.7,6.36,18.39,18.02,18.02,14.6,9.87,10.58,2.57,47.16,-44.59,1.32,32.18,-30.87,0.91,24.44,-23.53,0.71,12.47,-11.76
2025-12-05,38.67,59.92,6.39,24.61,25.95,30.97,1.79,1.96,1.89,2.82,9.04,21.18,29.43,17.12,9.63,4.5,3.3,2.34,5.81,26.16,-20.35,3.54,18.8,-15.26,2.34,13.72,-11.38,1.55,7.15,-5.6
2025-12-04,40.94,56.73,6.89,23.54,26.1,31.55,1.3,2.02,1.82,4.11,9.63,22.06,33.85,15.52,7.16,2.95,2.36,1.78,4.59,22.03,-17.44,2.91,15.59,-12.68,1.78,11.37,-9.59,1.16,5.82,-4.66
2025-12-03,28.95,69.13,6.33,23.75,26.04,31.72,0.96,1.68,1.78,2.81,7.29,14.44,31.72,21.7,11.33,5.61,2.81,2.29,4.45,25.7,-21.25,2.4,17.9,-15.5,1.44,13.35,-11.91,0.99,6.61,-5.61
2025-12-02,30.02,68.19,6.71,28.68,28.54,32.98,1.48,1.89,1.38,2.58,6.88,15.82,39.34,18.4,8.84,3.85,1.99,2.48,4.4,18.6,-14.2,2.75,13.2,-10.45,1.82,10.01,-8.18,1.34,5.02,-3.68
2025-12-01,40.01,57.78,6.21,30.42,29.57,33.29,2.25,2.69,2.25,4.09,8.19,20.53,31.62,16.23,7.74,3.48,2.83,2.08,7.5,14.05,-6.55,4.16,9.62,-5.46,2.93,7.44,-4.5,2.15,3.99,-1.84
2025-11-28,43.87,53.59,7.25,31.4,29.85,33.6,2.51,2.71,2.3,4.02,8.83,23.5,34.59,15.12,5.91,2.23,1.75,1.24,6.39,11.37,-4.98,4.05,7.83,-3.78,3.3,5.77,-2.47,2.44,2.85,-0.41
2025-11-27,43.59,54.04,7.01,31.25,29.25,34.24,2.23,2.72,2.89,4.37,8.83,22.55,36.4,13.68,6.12,1.93,1.72,1.2,6.57,8.56,-1.99,4.68,5.98,-1.31,3.27,4.47,-1.2,2.34,2.23,0.1
2025-11-26,73.16,25.15,6.66,30.53,29.98,34.29,3.24,4.62,5.21,10.62,23.15,26.32,20.08,5.59,3.17,1.0,1.17,0.79,7.21,6.11,1.1,5.04,4.48,0.55,3.52,3.28,0.24,2.73,1.55,1.17
2025-11-25,49.52,48.83,6.37,23.43,26.12,32.17,2.51,2.99,2.75,5.95,13.25,22.06,30.83,12.49,6.09,2.31,2.06,1.41,3.13,22.33,-19.2,2.1,15.11,-13.01,1.62,11.8,-10.19,1.07,5.64,-4.58
2025-11-24,23.82,74.78,5.22,22.32,25.39,31.37,1.37,2.08,1.43,2.49,5.84,10.61,24.68,18.26,14.16,10.27,7.06,5.56,3.21,38.12,-34.91,2.35,24.4,-22.05,1.57,18.53,-16.96,0.96,8.43,-7.47
2025-11-21,23.05,75.23,6.48,27.11,28.38,33.83,1.45,2.31,1.52,1.89,4.72,11.16,31.11,24.49,14.05,6.37,4.0,1.69,3.48,29.9,-26.42,2.2,18.5,-16.29,1.65,13.81,-12.16,1.07,6.41,-5.34
2025-11-20,41.33,56.5,6.67,32.02,32.29,35.83,1.99,2.75,2.41,4.09,8.98,21.11,33.67,14.48,7.7,3.47,2.2,1.65,7.46,19.6,-12.14,5.43,12.83,-7.39,3.85,9.53,-5.67,2.82,4.71,-1.89
2025-11-19,41.97,56.38,6.05,32.28,32.52,36.09,2.34,2.41,2.68,4.68,8.9,20.97,30.18,15.85,8.22,3.44,2.72,2.03,7.49,21.28,-13.78,5.5,13.13,-7.63,3.61,9.28,-5.67,2.82,4.23,-1.41
2025-11-18,28.02,70.81,5.5,32.11,32.76,36.16,1.86,2.3,1.51,3.06,6.22,13.06,32.73,22.69,11.38,4.74,2.65,2.13,5.71,22.1,-16.4,3.54,12.89,-9.35,2.27,9.49,-7.22,1.75,4.13,-2.37
2025-11-17,49.98,48.76,4.21,37.19,34.44,37.56,3.5,3.9,2.85,5.56,10.86,23.31,23.38,12.72,6.55,3.94,2.75,3.63,9.74,15.64,-5.9,6.35,9.16,-2.82,4.38,6.52,-2.14,3.26,3.33,-0.07
2025-11-14,43.37,54.84,5.87,36.02,33.45,37.4,2.88,2.85,2.95,3.74,9.62,21.33,29.95,14.01,7.76,3.78,2.92,2.3,7.42,15.04,-7.62,4.22,8.76,-4.53,2.88,6.56,-3.67,2.34,2.82,-0.48
2025-11-13,39.55,58.48,6.53,35.79,34.44,37.65,2.73,3.52,2.76,5.56,7.7,17.27,33.2,15.3,8.12,3.56,2.63,2.21,7.08,14.47,-7.39,3.56,8.91,-5.35,2.31,6.63,-4.32,1.62,3.18,-1.55
2025-11-12,60.88,37.25,6.47,37.15,35.11,38.19,3.67,3.84,4.77,7.47,15.39,25.74,25.63,8.65,4.25,1.73,1.87,1.59,9.65,10.1,-0.45,5.71,6.16,-0.45,3.63,4.57,-0.93,2.66,1.83,0.83
2025-11-11,46.6,51.23,6.63,31.71,33.06,36.37,2.42,2.94,2.25,5.18,11.88,21.93,26.6,14.4,7.88,3.8,2.66,2.52,6.53,19.0,-12.47,3.9,12.23,-8.32,2.94,8.64,-5.7,2.0,4.11,-2.11
2025-11-10,44.14,53.73,5.94,30.06,32.57,36.59,2.75,3.64,3.13,5.15,9.62,19.86,24.39,15.08,8.49,4.64,3.37,3.71,5.6,21.26,-15.66,3.4,12.61,-9.21,2.54,7.21,-4.67,1.75,3.95,-2.2
2025-11-07,48.47,49.58,6.73,30.5,33.07,37.4,3.02,2.91,3.44,5.66,11.76,21.69,28.31,13.88,5.9,3.57,3.05,1.6,5.66,20.06,-14.4,3.71,11.94,-8.22,2.74,7.01,-4.27,1.84,3.85,-2.01
2025-11-06,21.38,77.1,5.95,29.19,32.83,37.01,1.49,2.08,1.25,2.08,4.39,10.1,26.15,21.1,16.71,8.61,5.4,5.08,3.74,27.91,-24.18,2.32,14.11,-11.8,1.56,8.16,-6.61,0.93,4.43,-3.49
2025-11-04,29.99,68.66,6.14,39.43,39.57,40.58,1.74,1.87,1.67,3.54,7.12,14.06,34.99,21.14,10.0,4.51,2.22,1.94,7.43,14.34,-6.91,4.13,7.39,-3.26,3.09,4.13,-1.04,1.87,2.22,-0.35
2025-11-03,53.96,43.73,6.56,47.12,42.56,41.66,3.04,3.9,3.49,6.32,11.92,25.28,26.7,11.4,5.18,2.8,2.11,2.11,12.06,9.81,2.25,6.98,5.04,1.93,5.01,2.76,2.25,2.97,1.55,1.42
2025-10-31,35.71,61.83,7.29,43.8,40.95,41.13,1.81,2.67,2.08,4.24,8.79,16.12,39.53,17.02,6.98,2.71,1.81,1.08,7.68,9.8,-2.12,4.1,4.55,-0.45,2.74,2.43,0.31,1.81,1.22,0.59
2025-10-30,38.5,59.03,7.41,47.65,43.27,41.81,1.95,2.16,2.12,4.38,8.9,18.99,40.45,15.23,5.74,2.19,1.7,1.11,8.31,6.26,2.05,4.21,3.23,0.97,3.17,1.53,1.63,1.81,0.87,0.94
2025-10-29,61.46,36.25,7.05,49.79,43.54,41.84,3.12,3.47,4.17,7.78,16.18,26.74,25.0,9.48,4.27,1.88,1.56,1.11,14.86,4.83,10.03,7.64,2.99,4.65,5.62,1.7,3.92,3.58,1.08,2.5
2025-10-28,40.88,57.29,6.27,45.03,40.36,40.29,1.8,3.05,2.67,4.26,8.72,20.39,36.21,13.81,6.02,3.6,2.18,1.73,10.14,8.31,1.83,5.16,4.5,0.66,3.84,2.49,1.35,2.63,1.38,1.25
2025-10-27,48.92,49.19,5.39,45.28,40.34,40.31,2.78,3.12,3.22,5.97,10.46,23.36,28.34,13.14,5.97,2.74,2.4,1.99,11.87,8.47,3.4,6.35,4.63,1.72,5.04,2.47,2.57,3.36,1.37,1.99
2025-10-24,36.24,61.43,7.23,45.46,40.83,40.24,1.81,2.05,2.26,3.62,7.48,19.03,38.96,17.5,5.88,3.03,1.81,1.5,7.34,7.86,-0.52,2.89,4.07,-1.18,2.16,1.81,0.35,1.25,1.01,0.24
2025-10-23,40.76,57.34,6.26,47.27,42.35,40.0,3.01,3.25,2.49,4.95,7.92,19.13,30.35,15.99,8.51,3.91,2.63,2.21,10.1,4.67,5.43,5.19,2.28,2.91,4.05,0.87,3.18,2.56,0.52,2.04
2025-10-21,77.04,20.48,9.36,48.58,43.41,40.72,1.98,3.44,5.03,9.46,21.51,35.61,23.03,3.97,1.35,0.82,0.43,0.25,12.58,2.02,10.56,7.73,0.99,6.73,5.95,0.6,5.35,3.69,0.43,3.26
2025-10-20,56.84,41.06,5.99,39.27,38.93,37.96,4.03,3.62,3.62,6.34,13.5,25.73,26.63,9.92,4.62,2.24,1.76,1.89,10.85,9.89,0.96,7.61,6.2,1.41,5.89,3.72,2.17,3.89,1.96,1.93
2025-10-17,34.09,64.24,6.84,35.28,37.09,37.82,1.71,2.55,2.3,3.56,6.91,17.06,34.16,20.38,8.69,3.56,2.48,1.81,8.16,15.11,-6.94,5.41,8.65,-3.24,4.12,4.99,-0.87,2.9,2.79,0.1
2025-10-16,57.44,40.55,6.6,36.97,39.3,38.53,2.68,3.23,4.0,6.39,13.27,27.87,27.8,9.87,4.38,2.05,1.49,1.56,9.0,7.68,1.32,5.52,4.55,0.97,3.79,2.57,1.22,2.19,1.46,0.73
2025-10-15,61.69,36.75,6.08,33.21,37.34,37.17,3.47,3.37,4.24,7.02,16.53,27.06,24.66,8.51,4.24,2.19,1.63,1.6,7.4,12.71,-5.31,4.41,7.78,-3.37,3.58,4.06,-0.49,1.98,2.61,-0.63
2025-10-14,23.23,75.0,6.03,26.8,34.43,36.34,1.8,1.56,0.97,2.74,4.92,11.23,30.34,21.74,14.88,7.35,3.22,3.5,4.47,24.24,-19.76,3.02,13.7,-10.68,2.64,6.38,-3.74,1.77,3.71,-1.94
2025-10-13,30.59,67.47,6.06,32.84,39.14,37.72,2.36,2.18,2.18,3.91,5.96,13.99,33.18,19.85,11.71,4.47,2.49,1.84,7.24,14.79,-7.55,4.3,7.48,-3.19,3.39,3.22,0.17,2.32,1.66,0.66
2025-10-10,59.89,38.26,6.63,38.12,41.82,39.55,3.14,3.07,3.77,6.52,13.74,29.65,25.88,9.59,4.12,2.58,1.36,1.36,7.6,6.77,0.84,3.91,3.21,0.7,3.03,1.67,1.36,1.67,0.94,0.73
2025-10-09,48.66,49.36,6.55,34.62,39.53,38.84,3.31,3.13,2.96,4.32,10.9,24.03,29.29,13.41,5.92,2.68,2.68,1.92,7.66,14.11,-6.44,4.56,7.94,-3.38,3.45,3.24,0.21,1.95,1.99,-0.03
2025-10-08,36.31,62.02,6.1,30.98,38.05,38.57,3.41,2.82,2.4,4.08,8.57,15.02,32.96,19.76,8.64,3.55,2.13,1.08,6.83,13.8,-6.97,4.29,7.7,-3.41,3.41,3.59,-0.17,2.2,2.09,0.1
2025-10-07,40.77,57.07,6.45,34.15,39.34,38.61,2.16,3.17,1.85,3.97,8.68,20.94,32.09,16.31,8.01,3.34,2.37,1.39,7.35,11.74,-4.39,4.49,6.17,-1.67,3.73,3.17,0.56,2.16,1.88,0.28
2025-10-06,40.92,57.04,5.47,34.49,39.26,38.15,2.42,3.46,2.46,5.95,8.86,17.78,25.53,18.13,9.58,4.57,2.28,2.42,9.2,9.41,-0.21,5.57,4.84,0.73,4.81,2.21,2.59,2.94,1.45,1.49
2025-10-03,65.98,32.0,6.06,34.37,38.89,38.58,4.14,4.67,4.98,9.3,16.43,26.46,23.36,7.83,3.41,1.29,1.18,0.97,9.3,4.98,4.32,5.64,2.61,3.03,4.56,1.04,3.52,2.23,0.8,1.43
2025-10-01,69.74,28.51,6.23,29.0,34.68,37.2,4.06,4.94,5.46,11.03,19.05,25.18,21.23,6.41,3.22,1.75,1.09,1.05,6.48,7.01,-0.53,4.59,3.61,0.98,3.89,1.51,2.38,2.45,1.02,1.44
2025-09-30,44.37,53.55,7.17,22.66,28.77,34.66,1.48,2.61,2.4,4.73,11.61,21.53,31.42,13.98,7.66,3.32,2.61,1.73,4.52,23.01,-18.5,3.25,11.82,-8.58,2.58,3.64,-1.06,1.52,2.47,-0.95
2025-09-29,42.52,55.57,5.39,22.06,28.08,34.03,2.26,3.1,2.37,5.71,10.47,18.62,26.69,15.24,8.73,4.77,3.03,2.51,5.5,27.04,-21.54,4.0,14.16,-10.16,3.44,4.7,-1.25,2.23,2.96,-0.73
2025-09-26,15.41,83.26,5.8,23.18,28.46,35.03,0.77,1.48,0.84,1.37,2.92,8.02,21.49,24.02,19.91,11.64,7.25,4.75,3.2,30.04,-26.84,2.29,16.5,-14.21,1.79,4.78,-2.99,1.13,3.17,-2.04
2025-09-25,26.18,72.05,6.68,37.81,38.16,39.22,1.48,2.4,1.38,2.76,6.18,11.98,34.66,21.73,12.54,4.98,3.14,1.66,5.48,16.5,-11.02,3.14,7.88,-4.73,2.37,2.72,-0.35,1.41,2.05,-0.64
2025-09-24,28.8,69.4,6.3,46.62,42.39,40.28,2.04,2.32,2.01,2.99,5.85,13.59,36.73,19.58,11.16,4.33,2.25,1.65,7.68,11.83,-4.15,3.94,5.56,-1.62,2.99,2.11,0.88,1.87,1.48,0.39
2025-09-23,38.75,59.63,6.24,53.49,46.23,42.1,2.47,3.14,2.15,4.55,8.18,18.27,34.45,18.69,6.63,2.72,1.69,1.69,11.67,8.85,2.82,6.45,3.77,2.68,5.11,1.62,3.49,2.86,1.13,1.73
2025-09-22,34.57,63.63,4.65,56.35,45.84,41.5,2.77,2.84,2.32,4.2,8.15,14.29,29.58,18.17,10.89,4.68,2.91,2.05,12.03,7.0,5.03,6.31,3.05,3.26,4.89,1.25,3.64,2.43,0.9,1.53
2025-09-19,47.16,50.86,6.45,63.4,50.97,43.61,2.32,3.21,2.75,4.86,11.31,22.72,33.11,13.67,5.53,2.54,1.41,1.06,15.92,4.54,11.38,6.27,1.97,4.3,4.72,0.74,3.98,1.8,0.63,1.16
2025-09-18,48.03,49.93,6.22,63.91,49.61,42.97,2.39,2.64,2.67,4.15,10.4,25.79,32.5,13.49,5.55,2.18,1.41,1.02,16.76,4.36,12.4,6.01,1.69,4.32,4.71,0.56,4.15,1.3,0.53,0.77
2025-09-17,54.77,43.24,5.49,63.05,48.3,42.43,2.41,3.6,3.18,5.24,11.64,28.7,28.91,11.29,4.47,1.57,1.54,0.94,19.36,3.18,16.18,6.43,1.19,5.24,4.82,0.38,4.44,1.75,0.31,1.43
2025-09-16,62.36,35.66,6.38,61.06,45.78,41.55,2.72,3.99,3.63,6.7,15.2,30.12,26.17,8.57,4.02,1.52,0.95,0.81,19.37,3.63,15.73,7.72,1.41,6.31,6.0,0.49,5.5,2.82,0.32,2.5
2025-09-15,53.29,45.07,4.81,56.88,41.06,39.6,3.14,3.76,2.93,5.33,12.72,25.41,29.63,10.63,4.46,2.09,1.92,1.15,14.15,4.67,9.48,4.67,1.99,2.68,3.49,0.73,2.75,1.74,0.56,1.19
2025-09-12,48.27,49.4,6.44,54.72,39.75,39.33,2.01,3.38,2.82,4.89,8.98,26.2,32.71,12.64,5.6,2.36,1.94,0.6,13.2,5.25,7.96,5.35,2.36,2.99,4.19,0.67,3.52,2.01,0.49,1.51
2025-09-11,47.78,49.89,6.44,54.89,38.2,38.63,2.01,3.03,1.83,4.68,11.16,25.07,32.5,12.75,5.99,2.11,2.22,0.77,11.23,4.54,6.69,4.26,2.18,2.08,3.49,0.63,2.85,1.3,0.46,0.85
2025-09-10,58.6,39.84,5.93,54.57,37.65,38.26,3.07,3.57,3.57,6.89,14.55,26.95,25.93,10.1,4.73,1.98,1.52,1.52,11.76,3.78,7.98,3.81,1.98,1.84,3.18,0.67,2.51,1.17,0.39,0.78
2025-09-09,45.35,52.74,6.29,49.73,33.12,36.37,2.83,2.69,3.0,4.52,9.97,22.34,32.1,14.6,6.19,2.4,2.23,1.52,10.5,6.33,4.17,5.55,3.71,1.84,4.49,1.03,3.46,2.4,0.67,1.73
2025-09-08,53.52,44.49,5.28,48.86,31.93,35.82,4.23,4.44,3.71,5.7,11.54,23.89,26.23,12.52,4.65,2.8,1.92,1.64,13.89,6.44,7.45,7.07,3.88,3.18,5.77,1.01,4.76,2.97,0.73,2.24
2025-09-05,48.27,49.72,6.44,46.89,30.89,35.81,3.08,3.11,2.9,4.85,10.08,24.24,31.53,13.52,5.8,2.34,2.05,0.92,11.29,6.58,4.71,6.02,4.14,1.88,5.02,0.99,4.03,2.48,0.71,1.77
2025-09-04,35.32,62.73,6.08,47.51,30.1,35.57,1.94,2.72,1.8,3.57,7.06,18.23,32.25,19.64,9.64,3.57,2.01,1.7,9.4,5.62,3.78,4.91,3.39,1.52,4.03,0.81,3.21,2.05,0.6,1.45
2025-09-03,65.14,32.78,5.85,52.13,31.51,36.48,3.6,5.18,4.44,7.68,16.21,28.02,24.15,7.4,2.96,1.62,1.69,0.81,13.78,3.31,10.47,6.17,1.8,4.37,5.15,0.56,4.58,2.54,0.42,2.11
2025-09-02,61.13,37.07,6.13,44.79,28.38,34.69,3.83,5.63,3.69,7.69,14.28,26.01,26.36,8.33,3.65,1.95,1.38,1.52,8.97,4.71,4.25,3.72,2.73,0.99,2.94,0.74,2.2,1.31,0.57,0.74
2025-09-01,67.17,31.03,5.28,37.23,25.51,33.25,4.75,4.68,5.84,11.08,19.85,20.97,20.65,6.72,3.52,2.18,1.69,1.55,8.97,7.49,1.48,5.1,4.61,0.49,4.22,1.34,2.89,2.53,0.99,1.55
2025-08-29,40.34,57.66,6.74,28.94,22.77,31.22,2.25,2.07,2.85,4.03,9.59,19.57,34.28,15.72,7.73,3.35,2.03,1.28,5.42,20.85,-15.43,3.6,14.83,-11.23,2.89,2.71,0.18,1.78,2.03,-0.25
2025-08-28,28.82,69.18,7.31,29.5,22.47,31.61,1.36,1.79,1.43,3.08,6.09,15.05,30.93,23.19,11.83,4.62,3.73,2.19,4.44,22.69,-18.24,2.87,14.98,-12.11,2.37,3.37,-1.0,1.58,2.72,-1.15
2025-08-26,19.94,78.71,5.96,33.77,25.86,33.2,1.43,1.57,1.53,1.82,4.28,9.31,25.53,25.64,17.87,8.7,3.92,3.0,3.78,17.65,-13.87,2.14,11.45,-9.31,1.82,2.43,-0.61,0.86,2.0,-1.14
2025-08-25,44.76,53.72,5.27,45.47,31.03,36.2,2.48,3.36,2.48,4.85,10.16,21.44,28.87,14.86,7.25,3.26,2.72,2.02,9.09,8.1,0.99,4.1,4.85,-0.74,3.57,0.99,2.58,1.91,0.6,1.31
2025-08-22,36.8,61.35,6.5,44.18,31.3,36.33,2.0,2.43,1.78,3.78,8.24,18.56,34.98,18.42,8.46,3.5,1.36,1.14,6.67,6.6,0.07,3.43,3.32,0.11,2.96,0.75,2.21,1.57,0.54,1.03
2025-08-21,48.29,49.82,6.46,46.33,33.74,36.88,2.21,3.35,2.25,5.6,11.31,23.57,32.74,13.23,5.46,2.78,1.21,0.86,8.27,4.89,3.39,4.07,2.46,1.6,3.53,0.53,3.0,1.6,0.21,1.39
2025-08-20,55.6,42.11,7.05,43.94,33.02,36.42,4.22,4.58,3.51,6.55,12.27,24.47,29.7,11.38,4.51,1.82,1.0,0.75,10.38,4.22,6.15,5.65,1.72,3.94,4.69,0.47,4.22,1.68,0.25,1.43
2025-08-19,65.85,31.94,6.56,38.65,30.94,35.29,4.6,5.24,5.74,9.52,16.51,24.24,23.49,7.88,3.35,1.32,1.57,0.89,8.98,4.49,4.49,4.85,2.28,2.57,4.31,0.71,3.6,1.75,0.43,1.32
2025-08-18,63.49,34.46,5.19,30.65,27.76,33.16,5.61,5.04,5.82,9.49,16.05,21.48,21.45,7.94,4.09,2.26,2.01,1.9,7.62,9.52,-1.9,4.37,5.64,-1.27,3.6,1.55,2.05,1.52,1.27,0.25
2025-08-14,35.64,62.02,7.53,22.59,24.54,32.36,1.66,2.31,2.05,3.39,7.53,18.7,32.94,16.97,9.73,4.18,2.99,2.74,4.32,20.22,-15.89,2.45,13.51,-11.06,1.87,3.17,-1.3,0.76,2.7,-1.95
2025-08-13,55.28,42.93,6.53,23.51,25.13,33.24,3.66,3.73,3.84,6.53,12.31,25.2,25.56,11.59,5.89,2.48,2.12,1.83,5.1,14.86,-9.76,3.02,8.47,-5.46,2.4,2.15,0.25,1.15,1.79,-0.65
2025-08-12,47.07,50.77,6.97,19.94,23.68,32.48,2.77,3.23,3.34,5.89,11.0,20.84,33.02,11.57,6.32,2.44,2.34,2.05,3.56,17.71,-14.16,1.98,9.99,-8.01,1.58,2.52,-0.93,0.86,2.01,-1.15
2025-08-11,51.64,46.44,5.59,18.4,23.35,31.28,2.88,3.56,3.27,5.8,13.13,22.99,22.95,13.2,6.48,3.49,2.95,2.95,3.59,21.07,-17.47,2.14,11.17,-9.04,1.57,2.74,-1.17,0.78,2.24,-1.46
2025-08-08,30.53,67.28,6.79,16.09,22.09,30.85,1.72,2.66,1.87,3.81,6.9,13.58,30.17,21.12,11.39,5.78,2.84,2.77,3.74,33.58,-29.85,2.59,15.77,-13.18,2.01,3.63,-1.62,1.29,2.91,-1.62
2025-08-07,42.44,55.76,6.52,19.26,25.09,33.37,2.05,2.09,2.34,4.64,9.07,22.25,28.01,16.99,8.96,3.56,2.7,2.05,3.67,25.95,-22.28,2.66,11.16,-8.5,2.12,3.31,-1.19,1.33,2.7,-1.37
2025-08-06,24.44,73.69,6.36,20.06,25.81,33.29,1.08,1.73,1.33,2.05,6.11,12.15,29.48,22.21,14.34,7.05,4.64,2.34,2.84,32.14,-29.3,1.91,10.64,-8.73,1.47,3.59,-2.12,0.9,3.06,-2.16
2025-08-05,36.88,61.14,6.44,23.89,29.22,35.48,1.4,2.37,2.27,3.74,9.03,18.06,32.75,17.81,9.21,3.78,2.55,1.48,4.25,20.76,-16.52,2.63,5.79,-3.17,1.98,1.94,0.04,1.22,1.55,-0.32
2025-08-04,57.47,40.61,5.42,23.64,30.59,35.51,3.14,3.85,4.46,9.41,16.19,20.43,21.6,11.34,6.02,2.78,1.89,2.39,5.17,18.04,-12.87,3.28,5.31,-2.03,2.64,1.96,0.68,1.53,1.57,-0.04
2025-08-01,23.05,75.18,6.42,20.17,29.91,34.52,1.01,1.91,1.44,2.49,5.81,10.39,26.26,24.1,15.01,8.12,4.69,3.43,3.28,35.53,-32.25,2.24,8.55,-6.31,1.66,1.98,-0.32,0.76,1.55,-0.79
2025-07-31,32.0,66.15,7.04,25.44,34.33,37.41,1.81,2.58,2.43,3.96,8.24,12.99,32.91,19.23,12.08,4.64,2.21,2.1,5.3,22.93,-17.63,3.88,5.26,-1.38,3.01,1.45,1.56,1.63,1.23,0.4
2025-07-30,48.93,49.15,7.04,28.75,37.24,38.44,3.01,3.88,2.32,5.15,11.58,22.98,31.76,12.74,6.32,2.72,1.52,1.13,6.53,13.39,-6.86,4.46,2.98,1.49,3.59,1.27,2.32,1.78,1.09,0.69
